x1,x2,x3,x4
-893.4714976461335,1964.0755755714927,-1009.9777201265057,11.588514690262683
-1689.8379329150375,3011.454233942693,-1366.2921255140923,9.889490747436216
-1669.1984595990577,3009.5411731073036,-1375.2893285780756,10.363633618711964
-1541.75162217269,2847.041615938671,-1322.3568893684178,10.854490721832695
-1105.8446540617217,2280.4319297225666,-1137.9603555174274,13.492018172593127
-843.4597913131007,1951.6675231276158,-1038.4705826663333,16.264501042970842
-340.8378779564158,1247.476071532806,-783.622484955791,17.81819328719597
-344.0780001032098,1244.7533122456095,-777.8783389625252,16.89537221207648
-555.9273174365353,1518.3286537841564,-864.4213963292561,14.628575046352042
-793.6678591475825,1821.194116455001,-960.3287528309957,12.878729381385632
-1473.0763751706313,2753.626327651505,-1295.03200515467,12.226812286480756
-2130.3239747435155,3627.440162310944,-1603.8348789773631,12.300721421845433
-2223.7540941532047,3753.5744286218933,-1652.2397113595157,12.742569001223414
-1691.3692589638185,3069.5510304275153,-1420.655636672692,13.438831702349697
-1128.4152596640301,2304.6099158417787,-1148.0407849464727,14.035601838507587
-729.6456233441531,1743.814932029833,-941.6631760444224,14.204110746748361
-683.4068636871631,1679.8668158230728,-918.0753600068444,13.884086543943734
-566.551455044158,1535.4820424567336,-874.0328548921539,14.40685534679892
-262.4511164611244,1194.4420697496073,-788.1725025623214,17.298762958704337
-408.423991762674,1456.255823376474,-906.3027825443841,17.861108737314282
-1112.8035457716271,2359.0714976557606,-1196.0775647910416,13.980598469165258
-2096.0411982840546,3636.571691801824,-1622.0354387349691,10.908622753945064
