x1
2881.9661064789893
2907.500918976859
3022.531353604805
3037.72542009349
3136.4267078376934
3227.544319099868
3188.383953916334
3140.3296267276146
3033.2223145551243
2897.3974414752493
3011.117966323516
3176.4518422275632
3226.0109330635964
3093.5064426644876
2917.0192577868133
2810.7009112913706
2833.8225765966017
2982.4936350427956
3447.0343448273297
3666.6480346921753
3384.57025188218
3353.094651504601
