x1,x2,x3,x4,x5,x6,x7,x8
1.2575124084737042e-5,2.033854285610368e-5,3.2265587520881585e-5,4.814009436449393e-5,6.887976290137982e-5,9.446000152281062e-5,0.00011270166390150081,0.0002086137058269535
2.033854285610368e-5,3.31459480691272e-5,5.297879905617206e-5,7.95526184380044e-5,0.00011445108116047993,0.00015766279136754686,0.00018855126036539989,0.0003588176625201525
3.2265587520881585e-5,5.297879905617206e-5,8.535096224215008e-5,0.00012909741622083324,0.00018694899750970747,0.0002589653156417575,0.00031061355674858316,0.0006129434450901991
4.814009436449393e-5,7.95526184380044e-5,0.00012909741622083324,0.00019671922026635486,0.00028696755054572,0.00040015127819291533,0.000481703622346986,0.0009973447166816947
6.887976290137982e-5,0.00011445108116047993,0.00018694899750970747,0.00028696755054572,0.0004220046645890292,0.0005931072702887848,0.000717214668976463,0.0015832623374210635
9.446000152281062e-5,0.00015766279136754686,0.0002589653156417575,0.00040015127819291533,0.0005931072702887848,0.0008405109220960033,0.001021402152334774,0.00242585515083263
0.00011270166390150081,0.00018855126036539989,0.00031061355674858316,0.000481703622346986,0.000717214668976463,0.001021402152334774,0.0012449480057595836,0.0030939539751103457
0.0002086137058269535,0.0003588176625201525,0.0006129434450901991,0.0009973447166816947,0.0015832623374210635,0.00242585515083263,0.0030939539751103457,0.014196834151112243
5.449689372199602e-6,9.213382323828061e-6,1.5180588462857893e-5,2.3334237653981015e-5,3.4228898021877426e-5,4.792695784775261e-5,5.782197479195203e-5,0.0001240972975943791
9.213382323828061e-6,1.5772156340056333e-5,2.6293884270621587e-5,4.080933867088603e-5,6.034732741643326e-5,8.504796921442774e-5,0.00010295043076954576,0.00022912093407848419
1.5180588462857893e-5,2.6293884270621587e-5,4.434430919158801e-5,6.951551640468354e-5,0.00010368650518059642,0.0001471671318024923,0.00017880547426258605,0.0004146128131939878
2.3334237653981015e-5,4.080933867088603e-5,6.951551640468354e-5,0.00010999438385801936,0.00016549133742477267,0.0002366689563099083,0.0002887165904064867,0.000702406983258946
3.4228898021877426e-5,6.034732741643326e-5,0.00010368650518059642,0.00016549133742477267,0.00025124531276827106,0.00036242424060335356,0.0004442973868645584,0.0011524694914707547
4.792695784775261e-5,8.504796921442774e-5,0.0001471671318024923,0.0002366689563099083,0.00036242424060335356,0.0005275902313092964,0.0006503195040851151,0.0018232276560735453
5.782197479195203e-5,0.00010295043076954576,0.00017880547426258605,0.0002887165904064867,0.0004442973868645584,0.0006503195040851151,0.0008043257463165765,0.0023716807857525153
0.0001240972975943791,0.00022912093407848419,0.0004146128131939878,0.000702406983258946,0.0011524694914707547,0.0018232276560735453,0.0023716807857525153,0.014134153079723566
5.607591923615795e-6,9.609270839436221e-6,1.5998413073884893e-5,2.477206377002162e-5,3.653249147625326e-5,5.134758821887303e-5,6.205903220853206e-5,0.0001346282305675708
9.609270839436221e-6,1.6658327659714247e-5,2.802779087252271e-5,4.376781626136181e-5,6.49959847803241e-5,9.185971365788596e-5,0.0001113356764160422,0.00024885870762696415
1.5998413073884893e-5,2.802779087252271e-5,4.7630457895879745e-5,7.50084191412207e-5,0.000112188373088337,0.00015948433602259359,0.00019388197070586405,0.0004478865165604611
2.477206377002162e-5,4.376781626136181e-5,7.50084191412207e-5,0.00011904060774800474,0.00017933075367769564,0.00025653486197551066,0.00031291663797788785,0.0007524792561370676
3.653249147625326e-5,6.49959847803241e-5,0.000112188373088337,0.00017933075367769564,0.0002722246158684912,0.00039232367306542916,0.00048058326060871037,0.0012231950091684872
5.134758821887303e-5,9.185971365788596e-5,0.00015948433602259359,0.00025653486197551066,0.00039232367306542916,0.0005699654587825808,0.0007015922687986042,0.0019170853149744426
6.205903220853206e-5,0.0001113356764160422,0.00019388197070586405,0.00031291663797788785,0.00048058326060871037,0.0007015922687986042,0.0008662598998769594,0.002479935694434903
0.0001346282305675708,0.00024885870762696415,0.0004478865165604611,0.0007524792561370676,0.0012231950091684872,0.0019170853149744426,0.002479935694434903,0.013828684300606985
6.904994648702909e-6,1.1647193371084128e-5,1.914350280603381e-5,2.935700415539695e-5,4.296189920793075e-5,6.0013584904132896e-5,7.230038199194865e-5,0.00015078457827916148
1.1647193371084128e-5,1.9858935620118224e-5,3.296729649375105e-5,5.0968954771129546e-5,7.509276674910279e-5,0.00010546381451587685,0.00012740720803953667,0.0002737892935283642
1.914350280603381e-5,3.296729649375105e-5,5.5259325107343174e-5,8.614417372105595e-5,0.0001278227093603457,0.00018057266364962613,0.00021880764597628202,0.00048644943465162477
2.935700415539695e-5,5.0968954771129546e-5,8.614417372105595e-5,0.00013533564730765685,0.00020228135857291657,0.0002875898501377376,0.00034968728168072085,0.0008105965255552743
4.296189920793075e-5,7.509276674910279e-5,0.0001278227093603457,0.00020228135857291657,0.0003046969337466491,0.0004364761693571331,0.0005330076309631627,0.0013091769203909572
6.0013584904132896e-5,0.00010546381451587685,0.00018057266364962613,0.0002875898501377376,0.0004364761693571331,0.000630311552964778,0.0007734527748046966,0.0020384354254306624
7.230038199194865e-5,0.00012740720803953667,0.00021880764597628202,0.00034968728168072085,0.0005330076309631627,0.0007734527748046966,0.0009519646312358556,0.0026256292523415127
0.00015078457827916148,0.0002737892935283642,0.00048644943465162477,0.0008105965255552743,0.0013091769203909572,0.0020384354254306624,0.0026256292523415127,0.013730835325656677
8.267761639056266e-6,1.382429401206075e-5,2.255451185196802e-5,3.4370689694090845e-5,4.998895995026256e-5,6.939928910271172e-5,8.329482494920592e-5,0.00016197617175383455
1.382429401206075e-5,2.3368580884774805e-5,3.852213795939359e-5,5.920773691094961e-5,8.672533352806718e-5,0.00012108495196998999,0.00014575144972598693,0.0002926557771682968
2.255451185196802e-5,3.852213795939359e-5,6.416862030003066e-5,9.954077897544152e-5,0.00014698101938217275,0.0002065783551557529,0.00024951923404664407,0.0005211497805201415
3.4370689694090845e-5,5.920773691094961e-5,9.954077897544152e-5,0.0001558206030261655,0.00023209716746214946,0.00032871497273466595,0.00039868098946008586,0.0008756863212579972
4.998895995026256e-5,8.672533352806718e-5,0.00014698101938217275,0.00023209716746214946,0.0003489591619404376,0.0004986451527006186,0.0006077995790484899,0.0014245759312070407
6.939928910271172e-5,0.00012108495196998999,0.0002065783551557529,0.00032871497273466595,0.0004986451527006186,0.0007190344378007471,0.0008810521582435522,0.0022174046307780674
8.329482494920592e-5,0.00014575144972598693,0.00024951923404664407,0.00039868098946008586,0.0006077995790484899,0.0008810521582435522,0.0010829383161898513,0.002844386506632207
0.00016197617175383455,0.0002926557771682968,0.0005211497805201415,0.0008756863212579972,0.0014245759312070407,0.0022174046307780674,0.002844386506632207,0.012705577634885341
8.966081510207113e-6,1.5029066847119472e-5,2.456288123074927e-5,3.7446830323058e-5,5.44098080690408e-5,7.53814393957226e-5,9.033247683046452e-5,0.00016886299815474664
1.5029066847119472e-5,2.5487999145475565e-5,4.21233557170264e-5,6.481222637409448e-5,9.488797708872699e-5,0.0001322524651672029,0.00015896682603935012,0.00030734704742538846
2.456288123074927e-5,4.21233557170264e-5,7.041735664325783e-5,0.00010945587701747553,0.00016167077866389225,0.000226965142803381,0.0002738290739880069,0.0005524888919274583
