"","V1","V2","V3"
"1",1998,0.0101665554897179,1
"2",1998,0.0235947049341871,1
"3",1998,0.0435593302333411,1
"4",1998,0.0572730140551181,1
"5",1998,0.0572730140551181,1
"6",1998,0.0572730140551181,1
"7",1998,0.0642168273229785,1
"8",1998,0.0642168273229785,1
"9",1998,0.0712180748620441,1
"10",1998,0.0712180748620441,1
"11",1998,0.0712180748620441,1
"12",1998,0.0730192971043647,1
"13",1998,0.0730192971043647,1
"14",1998,0.0758684838969458,1
"15",1998,0.0758684838969458,1
"16",1998,0.0784174339452075,1
"17",1998,0.0784174339452075,1
"18",1998,0.0784174339452075,1
"19",1998,0.0784174339452075,1
"20",1998,0.0809523828656708,1
"21",1998,0.0809523828656708,1
"22",1998,0.083218010317922,1
"23",1998,0.083218010317922,1
"24",1998,0.0878616145472282,1
"25",1998,0.0930754117816854,1
"26",1998,0.0964126330944488,1
"27",1998,0.0964126330944488,1
"28",1998,0.0964126330944488,1
"29",1998,0.0991601831295113,1
"30",1998,0.102060179574095,1
"31",1998,0.102060179574095,1
"32",1998,0.112848994181351,1
"33",1998,0.112848994181351,1
"34",1998,0.112848994181351,1
"35",1998,0.112848994181351,1
"36",1998,0.112848994181351,1
"37",1998,0.112848994181351,1
"38",1998,0.123842180096065,1
"39",1998,0.126779719539279,1
"40",1998,0.126779719539279,1
"41",1998,0.133479280550916,1
"42",1998,0.146897402720414,1
"43",1998,0.146897402720414,1
"44",1998,0.155544781956469,1
"45",1998,0.186289296669665,1
"46",1998,0.215273417507973,1
"47",1998,0.233587163936542,1
"48",1998,0.233587163936542,1
"49",1998,0.233587163936542,1
"50",1998,0.233587163936542,1
"51",1998,0.235615850984973,1
"52",1998,0.235615850984973,1
"53",1998,0.235615850984973,1
"54",1998,0.244248440594484,1
"55",1998,0.248428766901124,1
"56",1998,0.248428766901124,1
"57",1998,0.248428766901124,1
"58",1998,0.248428766901124,1
"59",1998,0.248428766901124,1
"60",1998,0.255964016875554,1
"61",1998,0.255964016875554,1
"62",1998,0.283226491801527,1
"63",1998,0.290383232302898,1
"64",1998,0.292182620339911,1
"65",1998,0.292182620339911,1
"66",1998,0.292455906225049,1
"67",1998,0.292455906225049,1
"68",1998,0.29322190372039,1
"69",1998,0.294679880306032,1
"70",1998,0.294679880306032,1
"71",1998,0.297657282911829,1
"72",1998,0.30460424057833,1
"73",1998,0.309003434606723,1
"74",1998,0.313156952429809,1
"75",1998,0.314238681009665,1
"76",1998,0.31533302904824,1
"77",1998,0.31533302904824,1
"78",1998,0.31533302904824,1
"79",1998,0.316888039788129,1
"80",1998,0.316888039788129,1
"81",1998,0.318268418500334,1
"82",1998,0.318268418500334,1
"83",1998,0.323165211825467,1
"84",1998,0.325778808407696,1
"85",1998,0.328192787922933,1
"86",1998,0.332891823368762,1
"87",1998,0.334250489634426,1
"88",1998,0.334250489634426,1
"89",1998,0.334250489634426,1
"90",1998,0.335988109641612,1
"91",1998,0.337565957241319,1
"92",1998,0.344857557162827,1
"93",1998,0.346286207938711,1
"94",1998,0.347268250862895,1
"95",1998,0.355442776482188,1
"96",1998,0.355442776482188,1
"97",1998,0.356130021622315,1
"98",1998,0.358055951728264,1
"99",1998,0.359086907133711,1
"100",1998,0.359086907133711,1
"101",1998,0.359664564275462,1
"102",1998,0.360259060951585,1
"103",1998,0.360259060951585,1
"104",1998,0.360259060951585,1
"105",1998,0.360644450066716,1
"106",1998,0.360644450066716,1
"107",1998,0.361299849305246,1
"108",1998,0.361903823247873,1
"109",1998,0.361903823247873,1
"110",1998,0.362219960748217,1
"111",1998,0.362219960748217,1
"112",1998,0.362219960748217,1
"113",1998,0.362219960748217,1
"114",1998,0.362707666493675,1
"115",1998,0.362707666493675,1
"116",1998,0.362707666493675,1
"117",1998,0.364899681498949,1
"118",1998,0.364899681498949,1
"119",1998,0.364899681498949,1
"120",1998,0.366017076459101,1
"121",1998,0.366017076459101,1
"122",1998,0.366017076459101,1
"123",1998,0.366284879957282,1
"124",1998,0.366284879957282,1
"125",1998,0.366606347723378,1
"126",1998,0.366606347723378,1
"127",1998,0.366606347723378,1
"128",1998,0.369150557932917,1
"129",1998,0.369858244020502,1
"130",1998,0.371264825473889,1
"131",1998,0.372075809786912,1
"132",1998,0.372788594256282,1
"133",1998,0.373838803547207,1
"134",1998,0.374947260257844,1
"135",1998,0.374947260257844,1
"136",1998,0.375251688262218,1
"137",1998,0.376609532783192,1
"138",1998,0.377866689523349,1
"139",1998,0.380358348931976,1
"140",1998,0.380358348931976,1
"141",1998,0.380358348931976,1
"142",1998,0.38343163258913,1
"143",1998,0.38505373571978,1
"144",1998,0.386096357411322,1
"145",1998,0.386471424283177,1
"146",1998,0.386471424283177,1
"147",1998,0.386471424283177,1
"148",1998,0.388357238409766,1
"149",1998,0.388488392016878,1
"150",1998,0.388488392016878,1
"151",1998,0.388962298685899,1
"152",1998,0.389494467435966,1
"153",1998,0.389647770070045,1
"154",1998,0.389647770070045,1
"155",1998,0.390755142180432,1
"156",1998,0.390755142180432,1
"157",1998,0.392391780566666,1
"158",1998,0.393180833736757,1
"159",1998,0.393180833736757,1
"160",1998,0.393374168787891,1
"161",1998,0.39367726410295,1
"162",1998,0.39367726410295,1
"163",1998,0.394742721432814,1
"164",1998,0.394742721432814,1
"165",1998,0.394742721432814,1
"166",1998,0.394742721432814,1
"167",1998,0.395615934128604,1
"168",1998,0.395615934128604,1
"169",1998,0.396764782531856,1
"170",1998,0.396764782531856,1
