year,debt,mrthel,nh_mort,heloc,resdbt,othloc,ccbal,install,edn_inst,veh_inst,oth_inst,odebt,lloan1,lloan2,lloan3,lloan4,lloan5,lloan6,lloan7,lloan8,lloan9,lloan10,lloan11,lloan12,ploan1,ploan2,ploan3,ploan4,ploan5,ploan6,ploan7,mort1,mort2,mortpay,rent,paymort1,paymort2,paymort3,paymorto,payloc1,payloc2,payloc3,payhi1,paylc1,payore1,payore2,payorev,payveh1,payveh2,payveh3,payveh4,payvehm,payveo1,payveo2,payedu1,payedu2,payedu3,payedu4,payiln1,payiln2,payiln3,payiln4,payiln5,paymarg,payins,paypen1,paypen2,paypen4,paypen5,revpay,conspay,tpay,income,norminc,bussefarminc,intdivinc,ssretinc,transfothinc,wageinc,kginc,kgtotal,farmbus_kg,networth,asset,nstocks,nvehic,farmbus,pirmort,pircons,pirrev,pirtotal,debt2inc,levratio,ntrad,equitinc,age,educ,Lli_ty
2013,.0006061955567805,.0111026033690658,.0111026033690658,0,0,0,.0016528925619835,.0001696356657209,.0778123610493553,.0018863928112965,0,.0002666666666667,.0004208601510743,0,0,.0166941209883556,0,0,0,.1623376623376623,0,.0016528925619835,.0055555555555556,0,.0069262001433007,.0006331117442229,.0018863928112965,.000030432136336,0,.0032467532467532,0,0,0,.0039325842696629,0,.0200440528634361,0,0,0,0,0,0,0,0,0,0,0,.1388888888888889,.0657142857142857,0,0,0,0,0,.051440329218107,0,0,0,0,0,0,0,0,0,0,0,0,.1823204419889503,0,.0001,.0011172589912747,.0020961906788678,.0006514580816336,.0007079144839303,.0077527628718666,0,0,.4347826086956522,.0053181202862116,.0105672499788655,.2509475806739525,.0070140280561122,.1444606505955417,.001592878280515,0,.4545454624270606,.0017622058671089,.0017858233158657,.000090455020389,.0000778747303273,.0001678539906377,.0027024437191397,6.13871483774e-06,0,3.62327522993e-06,.2987013110866794,.6666666679912143,.4582579196293177
2013,.0005922116730614,.009437212863706,.009437212863706,0,0,0,.2479338842975207,0,0,0,0,.0003133333333333,0,0,.0757066207205796,0,0,0,0,0,0,.2479338842975207,.0065277777777778,0,.0058872701218056,.0007439062994619,0,.0045648204503956,0,0,0,0,0,.0044079515989628,0,.0224669603524229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.08,0,0,0,.015,.0004256224728666,.0031070440519259,.0007793807594817,.0008469231462294,.0077527628718666,.0000455943341001,0,.4348973913043479,.0063914136530652,.0105355482289289,.2510538273805188,.0070140280561122,.1450036285197926,.002223619913704,.1666666624281141,.1818181849708242,.0017622058671089,.0016730702177692,.0000288035615633,.0097640644704268,.0002079610800942,.0022067995502204,2.01326052741e-06,.0416666688466514,.0000325996738355,.4805194929048612,.8666666783226865,.4235182727322853
2013,8.34100947974e-06,0,0,0,0,0,0,8.34464092647e-06,.0051133837261005,0,0,0,0,0,0,0,0,0,0,0,.0003266117580233,0,0,0,0,0,0,0,0,.0002133580705009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0102880658436214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0000532028091083,.0000532028091083,.0001314760855661,.0001801964140914,.0077527628718666,0,0,.436504347826087,.0008702378650164,.0105672499788655,.2509625751688309,.0070140280561122,.1443235552155301,.0013074466911242,0,.1818181849708242,.0017622058671089,0,.0000213674680915,0,.0000211336802329,.0001844600011811,8.08089969484e-07,0,0,.3506493630347314,.8000000015894573,.4293274196973685
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0231481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0003217793108774,.0077527628718666,0,0,.4347826086956522,0,.0105672499788655,.2509454386032556,.0070140280561122,.1443011519386561,.0012795511958579,0,.0909090924854121,.0017622058671089,0,0,0,0,0,0,0,0,.4285714417308956,.8666666783226865,.8463111563893031
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0486461516594414,.0528619051909439,.0647583722238268,.0026544477149241,.0154026583268178,.4441739130434783,.003751692129182,.0125454391749091,.2920474904213738,.0070140280561122,.2158284829845541,.0847546286762009,.0333333328670926,.2727272774562364,.0017622058671089,0,0,0,0,0,0,0,4.05079336332e-07,.6753247000954368,.8000000015894573,.3841245429385158
2013,.001813262930378,.0478560490045942,.0478560490045942,0,0,0,0,0,0,0,0,0,.0018140523753202,0,0,0,0,0,0,0,0,0,0,0,.029854310962503,0,0,0,0,0,0,0,0,.0164217804667243,0,.0837004405286344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0040434134922324,.0008883519295004,.0009653379326323,.0077527628718666,0,0,.4347826086956522,.0072519822084703,.0105672499788655,.2507348016513937,.0070140280561122,.1442539969592256,.0016049611037333,0,.1818181849708242,.0017622058671089,.0054686750625044,0,0,.0002374381322727,.0059279716573214,.000017691615022,0,0,.2467532591386275,.8666666783226865,.4347054324393533
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000085281785232,.0000926724415327,.0077527628718666,0,.0057857701329163,.4347826086956522,0,.0105672499788655,.2510268372897379,.0070140280561122,.1443928031301841,.0013865115731305,0,0,.0017622058671089,0,0,0,0,0,0,0,0,1,.3999999809265131,.4172112188112618
2013,.0009332501650069,.0100497702909648,.0100497702909648,0,.0082051817801922,0,0,.0002677541305973,.1396176078257003,.0017650834403081,0,0,0,0,.008445971885663,.088043169554104,0,.09177,0,.0037105751391466,0,0,0,0,.0109589204681156,0,.0017650834403081,0,0,.0058256029684601,0,.0042244506080649,.0223279816513761,.0055293863439931,0,.0169162995594714,0,0,0,0,0,0,0,0,.0010695764909248,.0268292682926829,0,.0793650793650794,0,0,0,0,0,0,.0905349794238683,.0434782608695652,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,.0010746967439881,.00243615662907,.0006253997583683,.0006795979045731,.0078699664046942,0,0,.436695652173913,.0042835041578031,.0105672499788655,.2509935423708724,.0070140280561122,.1443947916638686,.0015846379168214,.0133333321295844,.1818181849708242,.0017622058671089,.0026331107370611,.0000912345253184,0,.0002045603171159,.0043625101555054,9.73904935269e-06,0,9.20196883792e-07,.1948052195759563,.8666666783226865,.5130923149592485
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0084215762916637,.009151403601354,.0162656005350927,.0001958165343359,0,.4347826086956522,0,.0105672499788655,.2514573934998151,.0070140280561122,.1505184648457366,.0085353884967779,0,.0909090924854121,.0017622058671089,0,0,0,0,0,0,0,9.39872146110e-06,.5194805318659003,1,.5313596166904874
2013,.0000565738034278,.0014931087289433,.0014931087289433,0,0,0,0,0,0,0,0,0,.00005659843411,0,0,0,0,0,0,0,0,0,0,0,.0009314545020301,0,0,0,0,0,0,0,0,.0020829732065687,0,.0106167400881057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0005128750798042,.000752137966977,.0008688041393691,.0077527628718666,0,0,.44,.0055598530264939,.0105672499788655,.2510725347979385,.0070140280561122,.144790053482298,.0018619874061981,0,.2727272774562364,.0017622058671089,.0008192814070018,0,0,.00003557144004,.0002184480894194,3.10639399430e-07,0,6.13464589194e-06,.3896104019957704,.6666666679912143,.4453296807329575
2013,.0000362652586076,0,0,0,0,0,.0413223140495868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0413223140495868,0,0,0,0,0,.0007608034083993,0,0,0,0,0,0,.0679012345679012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0025,0,.0002660140455416,.0002665055788501,.0002896013797897,.0077527628718666,0,0,.4347826086956522,.0021755946625411,.0105672499788655,.2509454386032556,.0070140280561122,.1442940284242178,.0012788466181312,0,0,.0017622058671089,0,0,.0047590112977795,.0000520697658493,.0003951981104881,.0000248138957816,0,1.38029532569e-08,.1168831416538784,.8666666783226865,.6711999521671752
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0493827160493827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0004145642337668,.0002574234487019,.0077527628718666,0,0,.4652173913043479,0,.0105672499788655,.250958748002519,.0070140280561122,.1443731133868166,.0013635329042896,0,.0909090924854121,.0017622058671089,0,0,0,0,0,0,0,.0000138460874858,.1558441806149173,.8666666783226865,.4530647039203827
