year,age,educ,rent,norminc,kgtotal,networth,nstocks,levratio,equitinc,li_ty
2019,.3964189291967949,.8070764650096169,,.6460151950489391,.5678484447351965,.6660465193529008,.7731442391047073,,,
2019,.7213550861850477,0,,,,,,,,
2019,1,.5260621158748248,.770875056537433,,,,,,,
2019,.7853779190540668,,,,,,,,,
2019,,,.5656705633174857,,,,,,,
2019,.7708361450075401,.8070764650096169,,,,,,,,
2019,,.5260621158748248,,.5960589359860469,.6372546938664442,.6566166447631102,.7094593222454709,,,
2019,,,.5071683897792194,,,,,,,
2019,,,,,,,,,,
2019,.5031006612526173,,,,,,,,,
2019,,,,,,,,,,
2019,.7554005697323997,,,,,,,,,
2019,,,,,,,,,,
2019,.9390558490818752,0,,,,,,,,
2019,0,.5260621158748248,,.061575416652787,,,.7731442391047073,,,
2019,.3192315895366246,,.6147997740688821,,,,,,,.3854476390766565
2019,,,.5300547316617348,,,,,,,.5995975061361402
2019,,,.5307028700124226,,,,,,,
2019,.2072395024595836,,,,,,,,,
2019,.9312728965487256,.5260621158748248,,,,,,,,
2019,.5031006612526173,,,,,,,,,
2019,,,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,.8121564386486153,1,,,,,,,,
2019,,.5260621158748248,.6179202872737694,,,,,,,.6678131143760733
2019,,0,.6014175798515138,,,,,.4086260292565734,,
2019,,.8070764650096169,,,,,,,,
2019,.7024296552382845,,,,,,,,,
2019,0,,,.3139040016667815,,,0,,,
2019,.8787095621230092,,.4199677512512047,,,,,,,
2019,.7389541599511069,,,,,,,,,
2019,.7991238188979657,,,,,,,,,
2019,.3192315895366246,.8070764650096169,,,,,,,,
2019,.5777477678693005,.5260621158748248,,,,,,,,
2019,.5431866850539382,.5260621158748248,,.5182990951911679,.4963647043362178,.5637438298869567,.5813328002491409,,,
2019,,,.6452735175773913,,,,,,,
2019,,,.2005919709395606,,,,,,,.5014021163372857
2019,,,.6323901534220235,,,,,,,
2019,.4553807316485231,1,,,,.4041725893459343,.9448397848793104,,,
2019,,,.5712956963970048,,,,,,,
2019,.6596763927307226,,,,,,,,,.5775894234103067
2019,.3192315895366246,,.582632429621725,,,,,,,
2019,,1,,.5488896664425216,,,,,,
2019,,.8070764650096169,,,,,,,,
2019,,1,,.6042151348857684,,.3592099366851664,,,,
2019,.8363533981978845,.5260621158748248,,,,,.5813328002491409,,,
2019,,.5260621158748248,,,,,,,,
2019,0,.8070764650096169,,,,,,,,
2019,.6352202709542732,1,,.5641714452986036,,.5720170606738846,,,,
2019,,,,,,,,,,
2019,.4553807316485231,,,,,,,,,
2019,.9232411434859464,,,,,,,,,
2019,.8121564386486153,.5260621158748248,,.5375287026344735,.3941948710466199,.4907321397917227,.5287470453045919,,,
2019,0,,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,.2072395024595836,.5260621158748248,,,,,,,,
2019,,,.6268139240265418,,,,,,,
2019,,,.5133207430584077,,,,,,,
2019,.6819614094521553,,,,,,,,,
2019,.2072395024595836,.5260621158748248,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,,,.6049085330501948,,,,,,,
2019,,,.6674510679026061,,,,,,,.5180968391640985
2019,,,,.432985821174174,,.5194705438613311,,,,
2019,.7853779190540668,,.4929173255661318,,,,,,,.6331919603353836
2019,,.5260621158748248,,.5331985057789753,,.4744907937226658,.3531741940169711,,,
2019,,.5260621158748248,.1078270390887099,,,,,,,
2019,.7853779190540668,,.6843657458955869,,,,,,,
2019,,,.3941310556045082,,,,,,,
2019,,,,,,,,,,
2019,,.8070764650096169,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,.6352202709542732,,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,,,.591439275354477,,,,,,,
2019,,.5260621158748248,,.3908816167702442,.5522560480988706,.3942533667189405,,,,
2019,,.8070764650096169,,,,,,,,
2019,,,.6323901534220235,,,,,,,
2019,.6352202709542732,,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,.7213550861850477,1,,,,,,,,
2019,.6596763927307226,,.6694551424215509,,,,,,,.6055617403920064
2019,.7024296552382845,1,,,,,,,,
2019,.7853779190540668,.5260621158748248,,,,,,,,
2019,,,.6179202872737694,,,,,,,.4087029938744536
2019,0,,.4295111845163707,,,,,,,
2019,.3964189291967949,1,,.6276861963115128,.2472562161110658,.5623630941792651,.6121176590635942,,,
2019,.7708361450075401,.8070764650096169,,,,,,,,
2019,,,.5458441461925903,,,,,,,
2019,.7708361450075401,.5260621158748248,,,,,,,,
2019,.7024296552382845,.8070764650096169,,,,,,,,
2019,,,.4438750609016172,,,,,,,.4048474402012842
2019,,.8070764650096169,,,,,,,,
2019,,0,,,,,,,,
2019,.6352202709542732,,,,,,,,,
2019,,,.6895035186654589,,,,,,,
2019,0,,.6179202872737694,,,,,,,
2019,.7853779190540668,,,,,,,,,
2019,,,.5967187231138547,,,,,,,
2019,,,.6323901534220235,,,,,,,.4502304770024424
2019,.5431866850539382,.5260621158748248,,,,,,,,
2019,.3964189291967949,.5260621158748248,,,,,.8480943574086571,,,
2019,.7991238188979657,1,,,,,.5576482813825776,,,
2019,.5431866850539382,,,,,,,,,
2019,.7554005697323997,1,,,,,,,,
2019,.3192315895366246,,,,,,,,,
2019,.5431866850539382,.8070764650096169,,,,,,,,
2019,.9063634954250841,,.5592569147003629,,,,,,,.5244960546390992
2019,.7708361450075401,,,,,,,,,
2019,,,,,,,,,,
2019,,,,,,,,,,
2019,.6819614094521553,.8070764650096169,,,,,,,,
2019,.7389541599511069,,,,,,,,,
2019,.8687710770282718,,,,,,,,,
2019,.6819614094521553,,.5469752772519902,,,,,,,.3957608021279075
2019,,.5260621158748248,,,,,,,,
2019,.4553807316485231,,,,,,,,,
2019,.7554005697323997,.5260621158748248,,,,,,,,
2019,.6081240125995697,,,,,,,,,
2019,.8787095621230092,.5260621158748248,,,,,,,,
2019,.3964189291967949,.8070764650096169,,,,,,,,
2019,,,.4725341316285606,,,,,,,.5931287047175656
2019,,,,,,,.4398463107978143,,,
2019,,,.6612254704575983,,,,,,,.7028915270255839
2019,,,.3262161775888554,,,,,,,
2019,.7708361450075401,.5260621158748248,,,,,,,,
2019,.6352202709542732,,,,,,,,,
2019,.7991238188979657,.5260621158748248,,,,,0,,,
2019,.3964189291967949,.5260621158748248,,,,,,,,
2019,.5431866850539382,,.5133207430584077,,,,,,,
2019,,,,,,,,,,
2019,,.5260621158748248,.5508507193765169,,,,,.2793281463968748,,.7128641649508696
2019,.2072395024595836,,,,,,,,,
2019,.7389541599511069,.8070764650096169,,,,,,,,
2019,,,.5822160165759439,,,,,,,
2019,,,.5055786767805749,,,,,,,
2019,.5777477678693005,.5260621158748248,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,,.5260621158748248,,.4785075007060786,.6638343662013433,.6091544315548535,,,,
2019,.8121564386486153,,,.5756893472744165,.5381042169334597,.5407707859977097,,,,
2019,.7213550861850477,,,.8036167781131272,.9210903290009423,.9143423678025285,.8480943574086571,,,
2019,,.5260621158748248,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,,,,,,,,,,
2019,.6819614094521553,.8070764650096169,,,,,,,,
2019,,,.6402881791165106,,,,,,,
2019,.7708361450075401,,,,,,,,,
2019,,,.5712956963970048,,,,,,,.5185454847198288
2019,,0,,,,,,,,
2019,.8363533981978845,1,,,,,,,,.5438890753181098
2019,,,,,,,,,,
2019,.6596763927307226,.8070764650096169,,,,,,,,
2019,.9390558490818752,.8070764650096169,,.4676738895555473,.3358927050978925,.4756238437837548,.6604044653899074,,,
2019,.7708361450075401,.5260621158748248,,,,,,,,
2019,.5031006612526173,,,,,,,,,
2019,,.8070764650096169,,,,,,,,
2019,0,.5260621158748248,,,,,,,,
2019,.6081240125995697,1,,.4492273485835129,,.5065428815305165,.7731442391047073,,,
2019,,,.4929173255661318,,,,,,,
2019,.8121564386486153,.8070764650096169,,,,,.7010029823398912,,,
2019,.8476305187854526,1,,,.7623649536377878,.723274991405402,,,,
2019,.5777477678693005,,,,,,,,,
2019,.8476305187854526,.5260621158748248,,,,,,,,
2019,.6081240125995697,.8070764650096169,,,,,.745115762038423,,,
2019,.8787095621230092,,.4542234884476508,,,,,,,.4219082508421373
2019,,,,,,,,,,
2019,,.5260621158748248,.6674510679026061,,,,,,,
2019,.5031006612526173,.5260621158748248,,,,,,,,
2019,.7708361450075401,.5260621158748248,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,.5031006612526173,.5260621158748248,,,,,,,,
2019,.8121564386486153,.8070764650096169,.7228415683203402,,,,.8480943574086571,,,
2019,.6352202709542732,.8070764650096169,,,,,,,,
2019,,.5260621158748248,.6861033890161048,,,,,,,
2019,,,,,,,,,,
2019,,1,,.4877360186067703,.5486283341766086,.4919473279387092,,,,
2019,.3964189291967949,,,,,,,,,
2019,.2072395024595836,1,,,,,.6188073572021592,,,
2019,,.5260621158748248,,,,,,,,
2019,,,.5922081442878666,,,,,,,
2019,1,,,,,,,,,
2019,0,,,,,,,,,
2019,,,,,,,,,,
2019,,,.5762259515357498,,,,,,,
2019,.3964189291967949,.5260621158748248,.5274258664430986,,,,,,,
2019,.7213550861850477,.8070764650096169,,,,,,,,
2019,.7213550861850477,1,,.489494957298746,.5491032010731678,.5767292791560231,.5813328002491409,,,
2019,.6819614094521553,,.6179202872737694,,,,,,,
2019,.5777477678693005,0,,,,,,,,
2019,.8687710770282718,.8070764650096169,,,,,,,,
2019,,,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,,.8070764650096169,,,,.4751270736734498,,,,
2019,,,,,,,,,,
2019,,,.5170087225152263,,,,,,,
2019,,,.4369122230509361,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,,,.5779687476110512,,,,,,,
2019,,,.5458441461925903,,,,,,,
2019,,.5260621158748248,.6674510679026061,,,,.4398463107978143,,,
2019,,1,,,,,.7094593222454709,,,
2019,,,,,,,,,,
2019,.8476305187854526,.5260621158748248,,,,.722250444545536,.7731442391047073,,.957508729349472,
2019,.7708361450075401,,,,,,,,,
2019,.5031006612526173,,.5666269639463875,,,,1,,,
2019,,,.4929173255661318,,,,,,,
2019,0,.8070764650096169,,,,,,,,
2019,,.5260621158748248,.6771465296398707,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,,,.6179202872737694,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,.8584230952505598,.8070764650096169,,.5923268792779203,.5931321934138685,.6118402682768487,.9448397848793104,,,
2019,.6819614094521553,,.4529786360051987,,,,,,,
2019,,,.4438750609016172,,,,,,,
2019,.7024296552382845,.8070764650096169,,,,,.4398463107978143,,,
2019,.8687710770282718,1,,,,,.5813328002491409,,,
2019,,.8070764650096169,.5712956963970048,,,,,,,
2019,,,.6633374902184106,,,,,,,
2019,.6819614094521553,,.5540738440964056,,,,,,,.3272207736395438
2019,,,.6323901534220235,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,.9390558490818752,,,,,,,,,
2019,.2072395024595836,.8070764650096169,,.5124775995068721,,.5540758516228778,,,,
2019,,,,,,,,,,
2019,.3192315895366246,,,,,,,,,
2019,,,,,,,,,,
2019,.8476305187854526,.5260621158748248,,.6019278786003229,,.6012321295430584,.6802330378928259,,,
2019,,,,,,,,,,
2019,,,.5967187231138547,,,,,,,.4965898237992124
2019,,,.5023333126286671,,,,,,,
2019,.2072395024595836,,,,,,,,,
2019,.3192315895366246,.5260621158748248,,,,,.3531741940169711,,,
2019,.7024296552382845,,.6268139240265418,,,,,,,
2019,,0,.5307028700124226,,,,,,,.3544627254797932
2019,.4553807316485231,,.6323901534220235,,,,,,,
2019,.5031006612526173,,,,,,,,,
2019,,0,.6323901534220235,,,,,,,.2179163206517972
2019,,,.4880656236973615,,,,,,,
2019,.7991238188979657,,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,,,,,,,,,,
2019,,,,,,,,,,
2019,.4553807316485231,.8070764650096169,,,,,.7094593222454709,,,
2019,.5431866850539382,,,,,,,,,
2019,0,.5260621158748248,,,,,,,,
2019,,1,,,,,,,,
2019,.8584230952505598,1,.5524733202345523,,,,,,,.4762237139701951
2019,.7991238188979657,.5260621158748248,,,,,,,,
2019,,,,,,,,,,
2019,,,,,,,,,,
2019,,,,,,,,,,
2019,,,.7774030114344755,,,,,,,
2019,.7991238188979657,,,,,,,,,
2019,,,,,,,,,,
2019,,,.2108286144214409,,,,,,,
2019,,,.6612254704575983,,,,,,,
2019,.8882698153100408,1,,,,,,,,
2019,.7213550861850477,.5260621158748248,.4504487002222437,,,,,,,
2019,.7389541599511069,,,,,,.5813328002491409,,,
2019,.6081240125995697,.5260621158748248,.6179202872737694,,,,,,,.6106483754211131
2019,.5031006612526173,,.3941310556045082,,,,,,,
2019,,.5260621158748248,.5133207430584077,,,,,,,
2019,,.5260621158748248,.5535427520586591,,,,,,,
2019,,.8070764650096169,,,,,,,,
2019,.6596763927307226,.5260621158748248,,,,,,,,
2019,.6352202709542732,.5260621158748248,,,,,,,,
2019,.5031006612526173,1,,,,,,,,
2019,.5031006612526173,.5260621158748248,,,,,,,,
2019,.3964189291967949,,.4659970449085875,,,,,,,
2019,,,.5240549526698371,,,,,,,.566482970434657
2019,,,.5592569147003629,,,,,,,
2019,.5431866850539382,.5260621158748248,,,,,.3531741940169711,,,
2019,,.8070764650096169,,,,,.3531741940169711,,,
2019,.6596763927307226,,,.45323123202621,,,,,,
2019,.2072395024595836,.5260621158748248,,,,,,,,
2019,,,,,,,,,,
2019,0,,.4929173255661318,,,,,,,.6748925770035201
2019,,,.4216130632589229,,,,,,,
2019,.8882698153100408,.8070764650096169,,,,,,,,
2019,,,,,,,,,,
2019,.8584230952505598,,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,,.8070764650096169,,,,,,,,
2019,.3964189291967949,1,,.5775016294889476,.5509989727326268,.5529793489119048,,,,
2019,,,,,,,,,,
2019,,.8070764650096169,,,,,.7731442391047073,,,
2019,,.8070764650096169,,,,,,,,
2019,.3964189291967949,,.4671120989230433,,,,,,,.6889697694263474
2019,0,0,,.5654305672855522,.6478781538031897,.6121202975168023,.8158826258087639,,,
2019,.7389541599511069,.5260621158748248,,,,,,,,
2019,.8363533981978845,1,,,,.4257554621649816,,,,
2019,.4553807316485231,.5260621158748248,,,,,,,,
2019,,.8070764650096169,,,,,.4398463107978143,,,
2019,,.8070764650096169,.6377139759451516,,,,,,,
2019,,,.360974455469777,,,,,,,
2019,.6819614094521553,,.1474155920374387,,,,,,,
2019,.7991238188979657,1,,.508382271441108,.7397621196686043,.7394195753461196,.7094593222454709,,,
2019,.4553807316485231,.5260621158748248,,,.3966405813341357,,,,,
2019,.7853779190540668,.5260621158748248,,,,,,,,
2019,.3964189291967949,,,,,,,,,
2019,.8121564386486153,1,,.5284135002517593,.5625145151608263,.6273743439544105,.9448397848793104,,,
2019,0,,,,,,,,,
2019,,,,,,,,.391104899919401,,.4502304770024424
2019,.5777477678693005,1,,,,,,,,
2019,.7389541599511069,,,,,,,,,
2019,,,.4001651108911147,,,,,,,
2019,.7708361450075401,.5260621158748248,,,,,.3531741940169711,,,
2019,.8882698153100408,,,,,,,,,
2019,.2072395024595836,,,,,,.6188073572021592,,,
2019,.7708361450075401,.5260621158748248,.4369122230509361,,,,,,,
2019,,,.6028264169682038,,,,,,,
2019,.3964189291967949,.5260621158748248,,,,,,,,
2019,.7708361450075401,,,,,,,,,.5872860552839173
2019,.5777477678693005,1,,,,,.6188073572021592,,,
2019,.4553807316485231,,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,,,,,,,,,,
2019,,,,,,,,,,
2019,,,.4682166826859052,,,,,,,
2019,.2072395024595836,,.6296350764357248,,,,,,,.598556645637394
2019,,,.5735623677283059,,,,,,,
2019,.8974795077123054,.5260621158748248,,.3493637926992583,,,.8480943574086571,,,
2019,.8787095621230092,.5260621158748248,,.535196043353748,.7421311428658489,.7841443981090146,.7731442391047073,,,
2019,,,,,,,,,,
2019,,.8070764650096169,.6523764616181261,,,,,,,
2019,,,.6179202872737694,,,,,,,.537819556562671
2019,,,,,,,,,,
2019,.3964189291967949,.5260621158748248,,,,,,,,
2019,,.8070764650096169,.6861033890161048,,,,,,,
2019,,,,,,,,,,
2019,.7213550861850477,,,,,,,,,
2019,.8245460941032676,1,,,,,,,,
2019,.6081240125995697,,,.3468779414502609,.4128484742451868,.4521963922726903,,,,
2019,.6081240125995697,.8070764650096169,,,,,,,,
2019,,.5260621158748248,,,,,.7094593222454709,,,
2019,.9063634954250841,,,,,,,,,
2019,,,.3714381436057742,,,,,,,
2019,,0,,,,,,,,
2019,0,.8070764650096169,,,,,,,,
2019,.9312728965487256,1,,,.3621510511522268,,.8158826258087639,,,
2019,,1,,.6276861963115128,,.4446485058751567,.8739535233070379,,,
2019,0,1,,.4710933264995433,,.4183871880109206,.6013990384082704,,,
2019,,.5260621158748248,.716355016094768,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,,,.4929173255661318,,,,,,,
2019,.4553807316485231,.8070764650096169,,,,,,,,
2019,.8476305187854526,,,,,,,,,
2019,.6081240125995697,.8070764650096169,,.3382119083767837,.6791524577999689,.6869553477974066,.9448397848793104,,,
2019,.6352202709542732,,.5458441461925903,,,,,.4333457628639618,,
2019,,,,,,,,,,
2019,.7853779190540668,.5260621158748248,,,,,,,,
2019,,,,,,,,,,
2019,.5431866850539382,.8070764650096169,,.5414044474296098,.4920899308839692,.6480195032947282,.8739535233070379,,,
2019,,,.6323901534220235,,,,,,,.7270134299567588
2019,.6081240125995697,,,,,,,,,
2019,.3192315895366246,,,,,,,,,
2019,,,.6452735175773913,,,,,,,
2019,,.5260621158748248,.6674510679026061,,,,,,,
2019,.8121564386486153,,,,,,,,,
2019,,,,,,,,,,
2019,.7389541599511069,,,,,,,,,
2019,,,.3810466418381727,,,,,,,
2019,0,,,,,,,,,
2019,.5031006612526173,,,,,,,,,
2019,,1,,,,,.3531741940169711,,,
2019,.8476305187854526,,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,.7554005697323997,1,,.4077123992052285,.4589191943694944,,,,,
2019,.8687710770282718,,.5400193553106567,,,,,,,
2019,.7213550861850477,,.6147997740688821,,,,,,,.5465716305873035
2019,,.5260621158748248,.5031530859711307,,,,,,,
2019,,,.5712956963970048,,,,,,,
2019,.6596763927307226,,,.5265190933706362,.6628970947686802,.726500305909524,,,,
2019,,,.7348311872149486,,,,,,,
2019,,.5260621158748248,.2289638149547194,,,,,,,
2019,.5431866850539382,,,,,,,,,
2019,,,.6014175798515138,,,,,,,.7207364167505317
2019,,,.5267593670232948,,,,,,,
2019,.3964189291967949,,,,,,,,,
2019,0,.8070764650096169,.5530092514201979,,,,,,,.7217692944520272
2019,.3964189291967949,,,,,,,,,
2019,.6819614094521553,.5260621158748248,,.6455134252523302,.6636180975049484,.609247413658766,,,,
2019,.8121564386486153,.8070764650096169,,.6369411850392209,.6689206042410192,.6375452718722694,,,,
2019,,.5260621158748248,.6350821794450907,,,,,,,
2019,.7213550861850477,,,,,,,,,
2019,.8687710770282718,,,,,,,,,
2019,,,.4369122230509361,,,,,,,
2019,.6819614094521553,1,,.5821906730852608,,.5397446972934287,.9448397848793104,,,
2019,,,,,,,,,,
2019,,,.6014175798515138,,,,,,,.6418168010886515
2019,.4553807316485231,.5260621158748248,,,,,,,,
2019,,,,,,,,,,
2019,,.8070764650096169,.6179202872737694,,,,,,,
2019,,.8070764650096169,.6239234487577835,,,,,,,
2019,,,,,,,,,,
2019,.7024296552382845,1,,.6234206774492004,,.5497090572034965,,,,
2019,.5031006612526173,,,,,,,,,
2019,.8476305187854526,,,,,,.7731442391047073,,,
2019,,,.7094898091734587,,,,,,,
2019,,0,,,,,,,,
2019,.8584230952505598,.8070764650096169,,.5721760113626718,.6353210750555209,.6670019103002631,.4398463107978143,,,
2019,,,.5133207430584077,,,,,,,
2019,,1,,,,,,,,
2019,,,,,,,,,,
2019,,.8070764650096169,,,,,,,,
2019,,,.5822160165759439,,,,,,,.5252510573661
2019,,0,.6674510679026061,,,,,,,
2019,,,,,,,,,,
2019,.8121564386486153,,,,,,,,,
2019,,,.6674510679026061,,,,,,,
2019,,,.5712956963970048,,,,,,,
2019,,1,,.623026979361352,.5427945826262665,.5167348810371793,,,,
2019,,.5260621158748248,,,,,,,,
2019,,,,,,,,,,
2019,.5031006612526173,0,,,,,,,,
2019,.8363533981978845,,,,,,,,,.3862922362083869
2019,.7213550861850477,1,,.6781799207495763,.6728622852790687,.8319099927533642,.8480943574086571,,,
2019,,.5260621158748248,,,,,,,,
2019,.8121564386486153,0,,,,,,,,
2019,,.5260621158748248,,.5908186186016928,.7459313043201942,.6877320788388359,.7731442391047073,,,
2019,,,.7094898091734587,,,,,,,1
2019,.8363533981978845,0,,,,,,,,
2019,.5031006612526173,,,,,,,,,.2778887968121229
2019,,,.4216130632589229,,,,,,,
2019,.6596763927307226,0,,,,,,,,
2019,,.8070764650096169,,,,,,,,
2019,.8584230952505598,,.5140676466457549,,,,,,,.5841884163113875
2019,,,.3062291795322685,,,,,,,
2019,.5031006612526173,.8070764650096169,,.5302481715287197,.5953945580266975,.551084439397345,,,,
2019,.2072395024595836,.5260621158748248,,.3166368031150968,.5096617144751424,.3977716362199797,,,,
2019,,,.7289890613073587,,,,,,,.4405373014723871
2019,.7991238188979657,,,,,,,,,
2019,,1,,,,,,,,
2019,,0,,,,,,,,
2019,,.5260621158748248,,,.5873091076037136,.5292661979668045,,,,
2019,.7024296552382845,,,,,,,,,
2019,.3964189291967949,.5260621158748248,,,,,.3531741940169711,,,
2019,.6596763927307226,.8070764650096169,,,,,,,,
2019,.2072395024595836,,.5809578594938587,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,,.5260621158748248,,,,,,,,
2019,.6596763927307226,.5260621158748248,,.6401288618559003,.7613960788247399,.7547296156607042,.5813328002491409,,,
2019,,,.6014175798515138,,,,,,,
2019,,,.4817053102050558,,,,,,,
2019,,,,.5441578613415939,,,,,,
2019,,,.5133207430584077,,,,,,,
2019,,.8070764650096169,,,,,,,,
