x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
1903.1723777041,-1107.8524104532482,471.85394245414454,-225.83557078900068,-55.14085049329891,196.36240659073295,-91.30519759160366,-13.007340037518102,22.614359175048946,-11.49357720590834,-1.4889975127976205,5.497795039340779,-12.595074069605879,31.185443304101103,-37.52144940366131,23.926710841924812,-6.858318549232375,3.171152121394288
