x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
2.6619686055290825e-10,1.880482493380294e-9,7.623380296141181e-9,3.0046651442522135e-8,7.121675515036968e-8,1.1751876153794183e-7,1.7375306505712518e-7,2.3767828111346616e-7,3.1602913553791626e-7,4.058348259063537e-7,5.129100703134253e-7,6.386294583840257e-7,7.923030069190361e-7,9.69208438713932e-7,1.1820465950710227e-6,1.4405965670266146e-6,1.7458585376804679e-6,2.160450438310197e-6,2.6970693460423897e-6,3.51164090973057e-6,4.974172605574632e-6,9.204706847421704e-7
1.880482493380294e-9,1.553452436492254e-8,6.983759255477649e-8,2.971515542793424e-7,7.299178013066413e-7,1.2250847012666538e-6,1.8323732017711806e-6,2.5274187131281677e-6,3.3837456913287315e-6,4.369395908103992e-6,5.548678530753669e-6,6.937440131670809e-6,8.639480301999873e-6,1.0603388475004714e-5,1.2971065869447824e-5,1.5852658906901432e-5,1.926064396919855e-5,2.3896706219553174e-5,2.9906745809651218e-5,3.904416989285034e-5,5.547833114780435e-5,1.0439634007922708e-5
7.623380296141181e-9,6.983759255477649e-8,3.4753956667115605e-7,1.626948085756687e-6,4.194767277844493e-6,7.208181419313185e-6,1.0957394625482693e-5,1.5291344843236597e-5,2.0671729716065885e-5,2.6902788138863096e-5,3.43958708275164e-5,4.325844013507992e-5,5.4161992088559984e-5,6.678566349436175e-5,8.20501652810313e-5,0.00010067848892080043,0.00012276387637400477,0.00015287820955951263,0.00019200613902051596,0.0002516296656417962,0.00035913167772015284,6.919750708111742e-5
3.0046651442522135e-8,2.971515542793424e-7,1.626948085756687e-6,8.604025659121166e-6,2.3839317046215443e-5,4.24827747557012e-5,6.623703630515187e-5,9.415114138465434e-5,0.00012924103835181843,0.00017028916374004044,0.000220061278729079,0.0002793478344587269,0.0003527425083232994,0.0004381805124207796,0.0005419896062367385,0.000669229814395199,0.0008206782026135544,0.0010279587524962617,0.0012982574471205046,0.0017116286196403579,0.0024598724612740074,0.000491650147350328
7.121675515036968e-8,7.299178013066413e-7,4.194767277844493e-6,2.3839317046215443e-5,6.943951194722005e-5,0.000127180298605345,0.00020224081352863195,0.0002916859627351107,0.00040532701288280304,0.0005394049595779191,0.0007031257468996724,0.0008993167351402033,0.0011434762970742526,0.0014290132233552998,0.0017773564104220452,0.002205899060322639,0.0027176637179271166,0.003420294856700027,0.004339320752926441,0.005749032263431013,0.008309093537972457,0.0017106641179328568
1.1751876153794183e-7,1.2250847012666538e-6,7.208181419313185e-6,4.24827747557012e-5,0.000127180298605345,0.00023674769169296388,0.0003811079252305667,0.0005547881551691477,0.0007770838148614247,0.001040922522336677,0.0013646793744581387,0.0017542780666644968,0.0022409246134436197,0.0028118833098083156,0.003510410117171667,0.004371976172474921,0.005403239760190355,0.006822232128326641,0.00868217214041002,0.011541161959108846,0.01674494561150135,0.003517632193793669
1.7375306505712518e-7,1.8323732017711806e-6,1.0957394625482693e-5,6.623703630515187e-5,0.00020224081352863195,0.0003811079252305667,0.0006193985351034128,0.0009084437939980314,0.0012807817402671496,0.0017250249032304422,0.0022725341962293254,0.0029338537743930164,0.0037626263768468864,0.004737793224595437,0.005933872533763747,0.007412525936325774,0.009186089570845185,0.011631266918851116,0.01484234676728522,0.019787498078080584,0.028806684323888346,0.006159381955671753
2.3767828111346616e-7,2.5274187131281677e-6,1.5291344843236597e-5,9.415114138465434e-5,0.0002916859627351107,0.0005547881551691477,0.0009084437939980314,0.0013403986095367085,0.0018999406609602025,0.0025706343472163026,0.00340044613674163,0.004406112228247874,0.005670162419663741,0.007161375870228786,0.008994617087762823,0.01126570541665379,0.013994878525658038,0.017764259889557776,0.02272284680549909,0.030372241093450984,0.04434928156087969,0.009633511118701095
3.1602913553791626e-7,3.3837456913287315e-6,2.0671729716065885e-5,0.00012924103835181843,0.00040532701288280304,0.0007770838148614247,0.0012807817402671496,0.0018999406609602025,0.0027062787417811442,0.003677188080989372,0.004883090205485814,0.006349478167150479,0.008198158943290535,0.010384856678790128,0.013079416671124102,0.01642468711798786,0.02045246282039384,0.02602560367586261,0.03336998366785425,0.04471970317864195,0.0654973005620263,0.014455810747480797
4.058348259063537e-7,4.369395908103992e-6,2.6902788138863096e-5,0.00017028916374004044,0.0005394049595779191,0.001040922522336677,0.0017250249032304422,0.0025706343472163026,0.003677188080989372,0.005015201619365823,0.006683154141045355,0.008717971060088073,0.011290742010194813,0.014341805463739072,0.018110139727531005,0.02279834252336578,0.02845377164959019,0.036293233088635087,0.04664227157281371,0.06266302051492496,0.09204670800048778,0.020632869409212957
