x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
-3199.350507445345,1929.7506172756953,-841.2133548505,261.0595811523628,-218.7352237271646,162.88133050099648,-98.4782228354409,51.93235864189618,-53.117853307965056,46.05191104313075,-35.91018631654521,28.35545268119915,-8.927035201164312,3.681906168043518
-5592.380763979951,603.6475530974494,314.78968378013565,-259.1191398492079,64.91948330494284,8.299713387053458,-9.097349703246364,12.792088228426087,-22.739730342148228,23.16221183826979,-26.816965714015627,25.527298344469898,-8.443611509757375,3.4497404494653003
-1954.1282982091393,566.418540150727,-29.903635685142817,-57.51524384865906,-83.97629662753617,113.35103588279527,-66.92932673155612,28.655608144675302,-28.106000863856014,24.180601035765708,-15.986457488405238,12.600253822634807,-4.917439757384247,3.34535234591093
-2234.319120055082,-548.1100793930251,354.5751372248829,-193.64489666401465,57.77468908943699,-26.509903972810573,34.41789544534379,-13.165615049439774,-10.95818322166005,20.377828759487052,-18.85864163551315,14.632314852200066,-5.095576711830717,3.218223184890139
-799.2299332933585,-447.4288427534625,211.51277574908326,-117.88275482856606,-36.74045034152689,50.04372618120952,-2.532141910467954,-9.93721289930159,-9.135105187106914,26.01975409881284,-39.06783684960278,33.83792840832728,-9.904923875385977,3.459815344481562
4191.079129161632,-1655.9038959285997,364.3457398399595,1.3350174044903504,-142.03792986815205,139.45736833740196,-80.88955757307843,32.11307010730326,-37.415349774936345,44.94666258993801,-44.02159299104168,30.950552194991538,-7.856269704149843,3.214653107530002
-1736.2002091745678,-265.42025417706117,375.79663029371744,-254.3307691334347,41.60159027393511,67.64701350949193,-62.98983604176172,44.34445265718881,-51.002169116353244,46.23499779261752,-38.19502812424731,29.072916882542064,-8.45454794104419,3.397175539889109
-222.6513997285525,-752.9570688222949,431.1798666602154,-182.3982934648506,-30.20710502664139,80.29480755796583,-38.283625297997716,7.802727448275748,-4.821866224619063,0.35041909746613326,1.5951038620683298,4.109127130401521,-3.9296637619745,3.207172592279369
847.5188445915365,-858.1303398485582,131.29371109712233,-143.88546991395793,82.10719096741663,-46.52840313440292,43.49248216770016,-20.882458399374823,-8.549404555791568,32.38752671791055,-48.67503151977083,39.65597295380658,-10.683409447866627,3.369092321699859
-1934.1290572668727,-1565.5217399159258,836.8871449090717,-141.3111924414045,-153.73424280000907,193.87265180776348,-120.6688682119833,47.53994438225566,-39.57165679037529,38.07142863759426,-35.21838767690284,26.712156529217495,-7.581268737273731,3.27562421663093
