x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
2.6909385942362394e-10,1.8912120105537554e-9,7.650512100653805e-9,3.011416511548624e-8,1.739720907916378e-7,6.391608960741987e-7,1.7469312914204814e-6,3.5134209985666988e-6,4.976479200508384e-6,9.206858452510635e-7
1.8912120105537554e-9,1.5547533972080376e-8,6.98301905936635e-8,2.970617108751259e-7,1.8318877300377943e-6,6.93603614874277e-6,1.925755659555008e-5,3.903886228002015e-5,5.54713337464196e-5,1.043889885328247e-5
7.650512100653805e-9,6.98301905936635e-8,3.4759227849257487e-7,1.6274454699673798e-6,1.0960354680382708e-5,4.326735650409566e-5,0.00012278386414004604,0.0002516648210539848,0.0003591782668322597,6.920258133899534e-5
3.011416511548624e-8,2.970617108751259e-7,1.6274454699673798e-6,8.60235163013534e-6,6.621244399176612e-5,0.00027925906282852376,0.0008204634163562658,0.0017112412348261519,0.0024593520307933875,0.0004915882768804874
1.739720907916378e-7,1.8318877300377943e-6,1.0960354680382708e-5,6.621244399176612e-5,0.0006195661038601333,0.0029346721729164578,0.009188246357527134,0.019791568164693976,0.028812228583489762,0.006160095502303486
6.391608960741987e-7,6.93603614874277e-6,4.326735650409566e-5,0.00027925906282852376,0.0029346721729164578,0.015345540729545503,0.05138809758667821,0.11483265075536392,0.1696979681944714,0.03927920323370917
1.7469312914204814e-6,1.925755659555008e-5,0.00012278386414004604,0.0008204634163562658,0.009188246357527134,0.05138809758667821,0.18295376462973864,0.4251450033471437,0.6389168227277077,0.16208630109762823
3.5134209985666988e-6,3.903886228002015e-5,0.0002516648210539848,0.0017112412348261519,0.019791568164693976,0.11483265075536392,0.4251450033471437,1.0172538226255667,1.5495065367490588,0.42468750209150585
4.976479200508384e-6,5.54713337464196e-5,0.0003591782668322597,0.0024593520307933875,0.028812228583489762,0.1696979681944714,0.6389168227277077,1.5495065367490588,2.375793322775264,0.6774893897078486
9.206858452510635e-7,1.043889885328247e-5,6.920258133899534e-5,0.0004915882768804874,0.006160095502303486,0.03927920323370917,0.16208630109762823,0.42468750209150585,0.6774893897078486,0.25063234269646106
1.1634724075219458e-10,9.033282493093321e-10,3.821298370388298e-9,1.549287743995052e-8,9.170244412397483e-8,3.4048773392650447e-7,9.342009520289021e-7,1.8800209199064167e-6,2.6627752725551698e-6,4.920623893835651e-7
9.033282493093321e-10,8.607909076897731e-9,4.118719771911428e-8,1.8202039206546115e-7,1.1549214414276336e-6,4.423949190489014e-6,1.233361437948964e-5,2.5019442209242235e-5,3.5549523400020124e-5,6.682652995553618e-6
3.821298370388298e-9,4.118719771911428e-8,2.1901130321053455e-7,1.0619738918191154e-6,7.317198884185686e-6,2.912065627128069e-5,8.280595643918014e-5,0.00016964480927294362,0.0002419980120902904,4.6463305215341355e-5
1.549287743995052e-8,1.8202039206546115e-7,1.0619738918191154e-6,5.795518163263848e-6,4.569604061713178e-5,0.0001945613001673766,0.0005731551395791446,0.0011952081170441722,0.0017170638549936321,0.0003423215903125388
9.170244412397483e-8,1.1549214414276336e-6,7.317198884185686e-6,4.569604061713178e-5,0.00045053286890584947,0.002200766404013743,0.006986617751613338,0.015127523790684041,0.022060580121624457,0.0047576810736405396
3.4048773392650447e-7,4.423949190489014e-6,2.912065627128069e-5,0.0001945613001673766,0.002200766404013743,0.012120051129968109,0.041671232316467896,0.09416672638238653,0.1397237351187044,0.03300692574193924
9.342009520289021e-7,1.233361437948964e-5,8.280595643918014e-5,0.0005731551395791446,0.006986617751613338,0.041671232316467896,0.15380069163088225,0.3632853213367403,0.5492855887986265,0.14362736309401072
1.8800209199064167e-6,2.5019442209242235e-5,0.00016964480927294362,0.0011952081170441722,0.015127523790684041,0.09416672638238653,0.3632853213367403,0.8862490913087792,1.3598828142125874,0.3863856277414019
2.6627752725551698e-6,3.5549523400020124e-5,0.0002419980120902904,0.0017170638549936321,0.022060580121624457,0.1397237351187044,0.5492855887986265,1.3598828142125874,2.1014695068153455,0.6227080634143329
4.920623893835651e-7,6.682652995553618e-6,4.6463305215341355e-5,0.0003423215903125388,0.0047576810736405396,0.03300692574193924,0.14362736309401072,0.3863856277414019,0.6227080634143329,0.2418704807457315
2.4004137392925715e-10,1.691887621387494e-9,6.855894789791586e-9,2.7038277993671433e-8,1.5664540036794135e-7,5.768363759346335e-7,1.5784874912447538e-6,3.174588824585623e-6,4.495099910956749e-6,8.276002953675341e-7
1.691887621387494e-9,1.395449175690686e-8,6.273502455288815e-8,2.6715573142997763e-7,1.650584736287896e-6,6.2608351536218105e-6,1.7398187917979512e-5,3.526178789593219e-5,5.008363526169828e-5,9.374586452842006e-6
6.855894789791586e-9,6.273502455288815e-8,3.114129295094849e-7,1.4526718626970726e-6,9.755994256247648e-6,3.849490329637174e-5,0.00010920056130613154,0.00022362365459967725,0.0003189351198749535,6.102738587211138e-5
2.7038277993671433e-8,2.6715573142997763e-7,1.4526718626970726e-6,7.602970614073466e-6,5.813137085763103e-5,0.0002448233146591787,0.0007187441864900937,0.0014974057069884836,0.002150307451416526,0.0004266586400231771
1.5664540036794135e-7,1.650584736287896e-6,9.755994256247648e-6,5.813137085763103e-5,0.0005440295311404086,0.0025909697694184216,0.008137072263382726,0.01753919971363008,0.025529945285399838,0.005437355042636939
5.768363759346335e-7,6.2608351536218105e-6,3.849490329637174e-5,0.0002448233146591787,0.0025909697694184216,0.013719589063821579,0.04629435007175138,0.10374554908655584,0.15341652797826516,0.03551638548407239
1.5784874912447538e-6,1.7398187917979512e-5,0.00010920056130613154,0.0007187441864900937,0.008137072263382726,0.04629435007175138,0.16680897022378757,0.3897246834497364,0.5866529736828404,0.14958973811420057
3.174588824585623e-6,3.526178789593219e-5,0.00022362365459967725,0.0014974057069884836,0.01753919971363008,0.10374554908655584,0.3897246834497364,0.9391404714191522,1.433855746812206,0.3963795371804598
4.495099910956749e-6,5.008363526169828e-5,0.0003189351198749535,0.002150307451416526,0.025529945285399838,0.15341652797826516,0.5866529736828404,1.433855746812206,2.2042049916479796,0.6349172453012776
8.276002953675341e-7,9.374586452842006e-6,6.102738587211138e-5,0.0004266586400231771,0.005437355042636939,0.03551638548407239,0.14958973811420057,0.3963795371804598,0.6349172453012776,0.23924947728809337
1.689515640206289e-10,1.2873710214179063e-9,5.403650736707274e-9,2.1785194157454467e-8,1.2827100739516998e-7,4.754634134110071e-7,1.3054417066752938e-6,2.630433223638679e-6,3.72788851060926e-6,6.914500016726324e-7
1.2873710214179063e-9,1.2180569173297326e-8,5.8527473379571935e-8,2.5957831529060814e-7,1.6511527132432292e-6,6.33729438749569e-6,1.7715026116014786e-5,3.6017427510577324e-5,5.122772745742646e-5,9.685476178314557e-6
5.403650736707274e-9,5.8527473379571935e-8,3.1611491928242015e-7,1.547499779835134e-6,1.071975049940432e-5,4.278263200070669e-5,0.00012202744054062974,0.0002506111458413532,0.0003578778812800796,6.912118065248905e-5
