x1,x2,x3,x4,x5
0.4915541145630844,0.5439846232288281,0.6063407045215095,0.6760527610952083,0.7000472580926106
0.5419777547739584,0.5640044988937993,0.6290775755224272,0.6877893014306088,0.7147176054040236
0.5090083911560868,0.5486065462258474,0.6020864173601513,0.6699457125404216,0.6951994420575993
-1153.557015270264,-1024.7607407600904,-638.3719172295697,-251.98309369904905,-123.18681918887552
-128083.22792815029,-113851.51094139351,-71156.35998112315,-28461.20902085279,-14229.49203409601
0.5096779771638216,0.5535606139544944,0.6252877043079716,0.6872774029654732,0.7165215321023936
0.5313483108483125,0.5560121232722209,0.6166612989613158,0.6795690893641226,0.7005971199174708
0.5070371506772551,0.5482234471465447,0.601935752990282,0.6690507352607561,0.6938910974071605
0.4753941229172648,0.5287140289041115,0.5917243212707642,0.663628683991562,0.6924293194140303
-425488.657632778,-378211.7947802809,-236381.2062227895,-94550.61766529815,-47273.75481280104
0.47183382765313703,0.5372978915035634,0.6125976491166951,0.683729530700917,0.7131544135398253
0.5170872076654374,0.5546749774884381,0.6222983392014539,0.6843934908394551,0.7050918747187886
0.5215930608815811,0.553100385200663,0.6110420281767419,0.6761709251122965,0.6983809203732162
0.49471601459865877,0.5441750706893034,0.5990494076448984,0.6676835573532836,0.6936317825909972
0.4656941872118484,0.5173546119883113,0.5911658420802436,0.6658222411237075,0.6945750648869411
-638.9937844813221,-567.5285964233728,-353.1330322495249,-138.73746807567696,-67.27228001772764
