x1,x2,x3,x4,x5,x6,x7,x8,x9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3845484352489387,-0.24612103994503898,1.2968160356945908,0.8011840480914034,-0.19789443185523314,-1.092367709449467,-0.31334225615368316,-0.21089035294487107,0.535081719229808
-0.23174967609995162,-6.018254414913705,-1.2361131488082606,0.37164469341571116,0.39155544635194517,0.6112203084024808,-0.6522537665753886,-0.2762690837425488,0.6512274748191978
0.08406850580583236,2.702961866391911,-0.07423752807518426,-0.12950064427671704,0.35180510050570524,-0.16728173413804018,-0.7189587059175009,-0.33977806382539383,0.08654829716358058
-0.036501621856254954,-0.6658023288492787,-0.08905461859965269,-0.28560819845938096,0.31061834942032385,0.537534030721914,-0.4972316773662832,-0.053023247270595,-0.44351833584096084
0.013201437095995023,0.4357812632590069,0.03804058462550725,-0.31874487905388565,-0.03933597647081449,0.14920553835296224,-0.04791799952238619,0.08931675291727843,-0.7415645687043493
-0.007391623667032514,-0.12034259910844451,-0.0020150888143623783,-0.18863306530183913,-0.21373997904989545,0.18931911104023588,0.32945729061327145,0.24308423750428282,-0.5895581786244549
0.0032000749636047435,0.08118723318091792,0.012445061717677069,-0.01875071198614777,-0.31840523131884985,-0.11743593086102949,0.502899365413536,0.22121450978551022,-0.22500656817272166
0.00010590966873953291,-0.03938293822502124,0.00414839193923646,0.14482508570644403,-0.23176004137258102,-0.1689666815790531,0.4150184586016814,0.1281468413062171,0.19388825858406714
0.002190129586802903,-0.014865379508466711,0.003070618858153718,0.20776766358161386,-0.07539331914044935,-0.22194777730748017,0.1589167512192426,-0.02137908298866242,0.4442664599560078
0.0007577470319384882,-0.03728820285275327,-0.0023335029132060354,0.17175862483024049,0.0986530747983587,-0.11583837007035033,-0.1268573923010689,-0.1278501033345667,0.45775018907481696
0.0002631121515719441,-0.01657111009975341,-0.0045980475096508025,0.06161571404389168,0.1924711002784615,-0.004561618599713489,-0.3059626565758603,-0.16362106017950734,0.25990965760471885
-0.0007781502197682237,-0.0026664171179923905,-0.005008509744413419,-0.055822715284032945,0.18734790285079406,0.10658525478553997,-0.3176750593401221,-0.11700600643763659,-0.019433100077141836
-0.0010323816545499203,0.015431406455222584,-0.002858308518835819,-0.12927749015095608,0.09677025461605525,0.1413474444838649,-0.1841680050658966,-0.027262691275726867,-0.2437222856616086
-0.0009154688288610147,0.02081146423914191,9.625603051295159e-5,-0.13154413881198815,-0.02079739833447172,0.11216921695726054,0.009334798459482402,0.06043802436809164,-0.31976665258899717
-0.0003336950886913238,0.01734142766480019,0.0025607716253986316,-0.07460986553536986,-0.10975907521278522,0.03431561890794326,0.16595060499228467,0.1055637919220692,-0.23945293464106576
