x1,x2,x3,x4,x5
0.4915541145630844,0.5439846232288281,0.6063407045215095,0.6760527610952083,0.7000472580926106
-1.939772941020911e6,-1.7242423681348814e6,-1.077650649476793e6,-431058.9308187041,-215528.35793267458
-6.826508908856126e14,-6.0680079189832e14,-3.7925049493644244e14,-1.5170019797456475e14,-7.58500989872722e13
-6.82650890885631e14,-6.068007918983384e14,-3.792504949364608e14,-1.5170019797458312e14,-7.585009898729056e13
-3.413254454428215e14,-3.0340039594917525e14,-1.896252474682364e14,-7.585009898729755e13,-3.792504949365128e13
-6.892393023689564,-5.218464804424269,-0.19668014662838645,0.5856667523417972,0.6447118272854543
0.4574743765073136,0.5021024616239564,0.5864277716837258,0.6638186401543599,0.6933386829909416
0.46577623109970334,0.5206770144449941,0.5980307150627461,0.6715986938804516,0.6971006440908015
0.46560663148566417,0.5205642968136365,0.6004644785541424,0.6731149928180872,0.697614368621727
0.45723867483253533,0.5049254954889876,0.5939456678257893,0.6699942734072559,0.6958398338926464
-73.53710576003833,-64.77032052399045,-38.469964815846836,-12.169609107703222,-3.4028238716553516
-2637.014613645028,-2343.4995686062975,-1462.954433490105,-582.4092983739125,-288.8942533351819
-13.888578188218661,-11.598974305247674,-4.730162656334713,0.5176722463411076,0.6128721883094145
0.43326773872710106,0.4835217588216094,0.5769578302086242,0.6598283562804255,0.6907841691617169
0.44018211281515324,0.48730415511762254,0.5803264313148222,0.6620413245669106,0.6918790964272968
0.4394582152026104,0.48745601838091157,0.5812423476557034,0.6628986870477829,0.692244050857675
