x1,x2,x3,x4,x5
0.4915541145630844,0.5439846232288281,0.6063407045215095,0.6760527610952083,0.7000472580926106
-2.7774604537795926e6,-2.4688530033223648e6,-1.543030651950682e6,-617208.3005789989,-308600.85012177116
-3.4132544544282344e14,-3.034003959491772e14,-1.8962524746823834e14,-7.585009898729948e13,-3.792504949365322e13
-282.38057058626254,-250.4371213893838,-154.6067737987477,-58.77642620811156,-26.832977011232867
0.48964655392659867,0.543397162810466,0.6080771473146148,0.6776015945715004,0.701181657126464
0.4930999613603896,0.5448100054547439,0.6075694076390937,0.6768518410437362,0.7005409416269415
0.49294966196292783,0.5446465353959851,0.6068219219858746,0.6762810595300683,0.7001547480790653
0.4922241397150463,0.5442847164247189,0.6064091935512491,0.6760328357048291,0.7000116456217778
0.49172877409047727,0.5440529145750927,0.6062798193901359,0.6759858723106575,0.6999973281058978
0.49152815368617564,0.5439653218521024,0.6062844984616806,0.6760122293774662,0.7000217752608708
0.49149751225566835,0.5439563948753321,0.6063187928880274,0.6760424034522227,0.7000426677825686
0.4915230573888236,0.5439707736746857,0.6063410267769631,0.6760566722571284,0.7000510297773702
0.4915480276827944,0.5439827537770003,0.6063472712905336,0.6760585816067113,0.7000513092277736
0.4915585972292267,0.5439872451538883,0.6063454799137786,0.6760559400924986,0.7000491633457921
0.4915591803157022,0.5439871026647085,0.6063423600393185,0.6760534447021032,0.7000475040838928
0.4915565748384213,0.5439857052073241,0.60634055476162,0.6760523496251122,0.7000468888964462
