x1
-10497.330867692512
-10547.618828229446
-10747.623279677036
-11181.729322534131
-11567.620006503861
-11102.84490717444
-11190.773360698115
-11325.47453194032
-11324.15416275986
-10782.42569621238
-11062.215953446514
-11174.939601523847
-11073.621859211285
-10683.655566149318
-10848.535290896938
-10796.242719623004
-10774.830886773003
-10834.041943122646
-10650.564561978677
-10551.518594927897
-10764.015653930159
-10546.07578526237
-10374.124103460063
-10655.95158794635
-10768.428740230729
-10492.33520399505
-10454.486986933458
-10249.683088416245
-9123.318031507632
-9188.4233094012
-9434.059771195207
-9246.761160785398
-9145.510065468678
-9314.042349864012
-9276.025139952946
-9311.240094240602
-9435.823758063825
-9353.77875947884
-9595.895742333272
-9555.975839283059
-9484.441113966977
-9195.887501580588
-9876.585984218606
-9596.567294384156
-9588.097329771776
-9236.912962248007
-9334.369448425656
-9495.406349251165
-9248.849519008605
-8963.81002032714
-11194.312133507963
-11189.376090441558
-11275.889644662304
-10887.677317439413
-11103.53604210223
-10881.375254526294
-11202.145597241915
-10975.923514850036
-10556.982582985102
-10357.132126157001
-10869.488329509935
-10571.58832161695
-10297.921208908752
-10395.17383065899
-10264.317821788956
-10217.788475961059
-10301.73673447634
-10449.967433568097
-9972.267584913867
-10099.228537461498
-10204.631250753268
-10564.7667665806
-9974.012768458591
-10368.736385120452
-10180.744965241118
-10217.615218436198
-10225.93818607037
-10504.429971786683
-10438.913981993457
-10316.690152790472
-10302.177319684613
-10710.892241586318
-10514.09179751879
-10224.829741779922
-10257.253391808812
-10270.161899966884
-10375.178764880904
-10402.20273421117
-10160.298439444496
-10155.078040391776
-10189.513518784588
-10395.875670158828
-10104.670310213718
-10264.6524610086
-10264.583182046568
-10453.049619451318
-9986.028681565738
-10117.79493799607
-9946.395723169058
-10169.397312650917
-9998.410000765376
-9921.215490580145
-9689.757865225512
-10319.263844052564
-9675.561401892788
-9753.474183548922
-9453.072697885334
-9915.016944317355
-9717.811539767567
-9484.83820489786
-10065.039845287665
-10047.992079825577
-9953.737025994948
-9394.975461111258
-9723.842324315721
