"year","Lli_ty","networth","debt","income","educ","rent","nstocks","age","anypoor","cluster","A"
"36421",2019,0.517990229100657,0.808056925067902,0,0.535571703040663,0.947157191187546,0,0,0.855785201236549,0,2,1
"36423",2019,0.533842994653691,0.690547671128208,0.285948130259671,0.568427540030448,0.811367735632765,0.69760474411671,0,0.644817092353517,0,4,3
"36428",2019,0.520266080341206,0.966008643000877,0.768251455354167,0.822556699051626,0.97452305199402,0,0.919845168193218,0.633278017186821,0,2,1
"36429",2019,0.442480148074731,0.79065763160782,0.610448114123216,0.553350670705762,0.947157191187546,0,0,0.822408557675212,0,1,1
"36430",2019,0.42331302335333,0.767301958642274,0,0.575361803335627,0.947157191187546,0,0.276303980567569,0.667267371937033,0,2,1
"36432",2019,0.504558164813896,0.75118026024706,0.61366112775631,0.597009528708756,0.97452305199402,0,0,0.787123575589987,0,1,1
"36434",2019,0.518979592055167,0.855477781610596,0,0.720716564958479,0.947157191187546,0,0,0.633278017186821,0,2,1
"36435",2019,0.491463206128013,0.780371204416915,0.639621049019132,0.617740529501386,0.947157191187546,0,0,0.688929943069225,0,1,1
"36436",2019,0.470246576184529,0.8027770545379,0,0.554250527778799,0.947157191187546,0,0.606807433179339,0.777978092079468,0,2,1
"36437",2019,0.472692237720105,0.744079745312146,0.686149016796425,0.582165303541935,0.947157191187546,0,0,0.739977046511299,0,1,1
"36438",2019,0.505224105876537,0.810229437566435,0,0.592071588554291,0.947157191187546,0,0,0.759270016360551,0,2,1
"36439",2019,0.554781165865644,0.744518853812111,0,0.504383640700267,0.885469285302813,0,0,0.98700339927399,0,2,1
"36440",2019,0.430817066260501,0.831628188370336,0.633157065786501,0.621319325171969,0.97452305199402,0,0,0.644817092353517,0,1,1
"36441",2019,0.465254694176986,0.775341537165082,0.641755811015391,0.593925084272141,0.947157191187546,0,0,0.572107422378632,0,1,1
"36442",2019,0.462025262853349,0.737239865440708,0.57738564966954,0.487345833010501,0.929708144593832,0,0,0.863854797456491,0,1,1
"36444",2019,0.400175219249206,0.800329901423637,0.672750828210073,0.601055966764966,0.947157191187546,0,0,0.699482768288907,0,1,1
"36445",2019,0.483121930626827,0.755828793328742,0.64607471514442,0.587367502685995,0.97452305199402,0,0.357117717635051,0.459556958886093,0,2,1
"36447",2019,0.407728483734142,0.752528218060429,0.663606271044699,0.564864405655914,0.947157191187546,0,0,0.822408557675212,0,1,1
"36449",2019,0.528191749017918,0.846856007374299,0,0.734894231103368,1,0,0.477927374679044,0.749698887700327,0,2,1
"36450",2019,0.543370137878417,0.733805027650686,0.511208558572356,0.567947833305591,0.850274142171502,0,0,0.584836007953324,0,1,1
"36452",2019,0.514150556127556,0.742289430033571,0.577348698339075,0.524319793439435,0.97452305199402,0,0,0.739977046511299,0,1,1
"36454",2019,0.460623951549183,0.818435460170731,0.683012197552897,0.575029012813959,0.850274142171502,0,0,0.917568507233613,0,1,1
"36456",2019,0.502804399325321,0.715449156869317,0.428771171539904,0.535757597808517,0.811367735632765,0,0,0.953261748806957,0,2,1
"36458",2019,0.434739233911061,0.846091376639755,0.71093298739911,0.680191868675047,0.947157191187546,0,0,0.584836007953324,0,1,1
"36459",2019,0.451604767002948,0.695330389982066,0.637055042362044,0.541030770065159,0.947157191187546,0,0,0.545834578539183,0,1,1
"36460",2019,0.46926250180086,0.711212319624069,0.594375419489695,0.515914009385444,0.947157191187546,0,0,0.796135713835763,0,1,1
"36461",2019,0.424883192915998,0.861042083628117,0.624177826401196,0.67220081810853,1,0,0,0.667267371937033,0,1,1
"36462",2019,0.459240492963968,0.805020003254807,0.688961307308788,0.627864690505507,1,0,0,0.678193735914854,0,1,1
"36463",2019,0.509847366665012,0.73891262611563,0,0.534821015195273,0.97452305199402,0,0.357117717635051,0.805018039141692,0,2,1
"36465",2019,0.45567514339623,0.75016257173582,0.63613740852008,0.531899221255852,0.767874054725097,0,0,0.489676062994305,0,1,1
"36466",2019,0.475613170247379,0.845090197655919,0.714946872243512,0.621934158697485,0.885469285302813,0,0.714235459029847,0.699482768288907,0,2,1
"36467",2019,0.451945647782426,0.931763106576571,0.694826179453248,0.734025726567135,1,0,0.477927374679044,0.730099783026943,0,2,1
"36469",2019,0.462890147218478,0.719139813522203,0.517568362361392,0.50259550677218,0.511916014473228,0,0,0.749698887700327,0,2,1
"36470",2019,0.510680252008982,0.621883556630798,0.525756281297756,0.525247535706191,0.811367735632765,0,0,0.302207173209906,0,1,1
"36474",2019,0.483349821691205,0.79185936289725,0.310193948236978,0.564864405655914,0.811367735632765,0,0.350360754906987,0.871820484452472,0,2,1
"36475",2019,0.505164155073391,0.817725040431152,0.64167482039895,0.603921036501489,0.947157191187546,0,0,0.688929943069225,0,1,1
"36477",2019,0.39017744835108,0.918791832352537,0,0.7127762264716,0.511916014473228,0,0.649375108002893,0.667267371937033,0,2,1
"36478",2019,0.479435619463536,0.854931121700923,0.65600073755351,0.711906843531,0.97452305199402,0,0.437931454702532,0.709858089583292,0,2,1
"36479",2019,0.414543918806475,0.768497442124077,0,0.541030770065159,0.811367735632765,0,0,0.759270016360551,0,2,1
"36480",2019,0.513886007160706,0.763711810624977,0,0.534441329230291,0.947157191187546,0,0,0.863854797456491,0,2,1
"36483",2019,0.379600608786828,0.882817037187954,0.730406214972558,0.676305316524907,0.97452305199402,0,0.783656873351029,0.709858089583292,0,2,1
"36484",2019,0.50376231545956,0.753042494820414,0.375667064226838,0.520927494668958,0.97452305199402,0,0,0.76869484789809,0,1,1
"36485",2019,0.436460617513214,0.790417981242762,0,0.509069887394903,0.947157191187546,0,0,1,0,2,1
"36487",2019,0.427318400066412,0.795513581320401,0.478380307002575,0.545336824444599,0.885469285302813,0,0,0.805018039141692,0,1,1
"36488",2019,0.432811651183642,0.763738205535879,0.457148736383652,0.490238882227888,0.850274142171502,0,0,0.474800118244576,0,1,1
"36489",2019,0.442761188285468,0.881630716785691,0.727255385438113,0.692329973194106,0.917599907051052,0.886522744497924,0.138151990283785,0.489676062994305,0,4,3
"36490",2019,0.511658495344422,0.826645182797467,0.414699125137541,0.56506927894146,0.885469285302813,0,0.117152463470995,0.678193735914854,0,1,1
"36491",2019,0.475081255720434,0.726821881342925,0.570141847096318,0.548011342379987,0.661641869550454,0,0,0.678193735914854,0,1,1
"36492",2019,0.469862275915454,0.728006015486826,0.65508707855384,0.6201662103136,0.947157191187546,0,0.138151990283785,0.759270016360551,0,1,1
"36493",2019,0.450651227738929,0.741297220075739,0.595182025604184,0.536127292126636,0.811367735632765,0,0,0.709858089583292,0,1,1
"36494",2019,0.512743536487602,0.70274030036991,0.47119824653231,0.549436639869505,0.850274142171502,0.707219425427743,0,0.656144375206788,0,4,3
"36495",2019,0.453246260475184,0.707638688904898,0.633971396170973,0.570575839777039,0.850274142171502,0,0,0.3945159662557,0,1,1
"36496",2019,0.55839164099864,0.849756557517072,0.694242457640754,0.681358009642237,0.97452305199402,0,0.87586293316481,0.787123575589987,0,2,1
"36497",2019,0.501261097236446,0.79746213431742,0.528048780508658,0.607065382486862,0.947157191187546,0,0,0.805018039141692,0,1,1
"36498",2019,0.459176035048155,0.900736905507052,0,0.72602636633371,0.97452305199402,0,0.74015648596026,0.871820484452472,0,2,1
"36499",2019,0.482455352616376,0.70529071633395,0.605242038712413,0.530885391015325,0.511916014473228,0,0,0.340802256478578,0,2,1
"36500",2019,0.693508107475562,0.653946163686432,0,0.507775906618901,0.850274142171502,0.627715709552443,0,0.59730761689199,0,3,2
"36501",2019,0.446668504377743,0.7459292633665,0.5921401726025,0.575938821373299,0.885469285302813,0,0,0.667267371937033,0,1,1
"36502",2019,0.500525493634464,0.795934727502633,0.285948130259671,0.58658181834326,0.917599907051052,0,0,0.720061798759918,0,2,1
"36503",2019,0.424764252354537,0.724832913659736,0.614268877856045,0.532892569076218,0.947157191187546,0.7329821379992,0,0.340802256478578,0,4,3
"36505",2019,0.431520061606325,0.759332257811479,0.641755811015391,0.564966949002508,0.947157191187546,0,0,0.532266628860978,0,1,1
"36506",2019,0.538532792634416,0.78332437853168,0.50097144417168,0.568236218580222,0.97452305199402,0,0,0.822408557675212,0,1,1
"36507",2019,0.470182279907791,0.726555890984248,0.604486160967749,0.587948635294586,0.947157191187546,0,0,0.518393717200892,0,1,1
"36508",2019,0.464325179215713,0.775683590840727,0,0.507775906618901,0.947157191187546,0,0,0.822408557675212,0,2,1
"36509",2019,0.469115529302699,0.741345006100787,0.465103566483414,0.506446950348052,0.811367735632765,0,0.218965727351266,0.84760875218857,0,2,1
"36510",2019,0.470474066149189,0.740631916167124,0.613071369732144,0.557574882954487,0.811367735632765,0,0,0.871820484452472,0,1,1
"36511",2019,0.487686895377993,0.719089520538184,0.502249234537391,0.536127292126636,0.917599907051052,0,0,0.377125594902384,0,1,1
"36513",2019,0.49600764928001,0.754926074589375,0,0.528147223994047,0.811367735632765,0,0,0.863854797456491,0,2,1
"36514",2019,0.552766032783838,0.670531633439521,0.463992143931638,0.531899221255852,0.947157191187546,0.745025065516966,0.437931454702532,0.302207173209906,0,4,3
"36515",2019,0.445804345126085,0.861592494986202,0.736294676822884,0.698189607542995,0.97452305199402,0,0.138151990283785,0.805018039141692,0,1,1
"36517",2019,0.459564183030095,0.822774260446741,0,0.588839184751773,1,0,0,0.902692709664088,0,2,1
"36518",2019,0.539348932985083,0.68299169054634,0.535464368566152,0.577946023581023,0.811367735632765,0,0,0.796135713835763,0,1,1
"36519",2019,0.469529702092476,0.709228723710261,0.48388234737536,0.506109022138918,0.811367735632765,0,0,0.739977046511299,0,1,1
"36520",2019,0.490797193730832,0.783269495118707,0,0.580100906740225,0.850274142171502,0.785945482198974,0.320778992716521,0.855785201236549,0,3,2
"36521",2019,0.536999821838011,0.727553728775154,0.608216792456382,0.53757888476013,0.917599907051052,0,0,0.822408557675212,0,1,1
"36525",2019,0.480506330172952,0.834794371357699,0,0.568427540030448,0.947157191187546,0,0,1,0,2,1
"36526",2019,0.511237964567604,0.895950703723817,0,0.792013578747409,0.97452305199402,0,0.138151990283785,0.584836007953324,0,2,1
"36527",2019,0.501172306442062,0.908341377517149,0,0.772243506060148,0.97452305199402,0,0.684432089693609,0.688929943069225,0,2,1
"36528",2019,0.348159603938955,0.744787906180566,0.60485244609002,0.535385102801278,0.917599907051052,0,0,0.787123575589987,0,1,1
