"","X","period","earnings","random"
"487167",487691,1997.25,1.44614224996729,0.390372288180515
"725390",726463,2001.75,1.11716060608608,0.390372288180515
"435314",435718,1996.25,1.44514785072886,0.390372288180515
"580269",580988,1999,1.76476134225298,0.390372288180515
"322560",322647,1994.25,1.14436148747843,0.337839147774503
"284516",284516,1993.5,2.3184621167009,0.436550524784252
"480922",481446,1997.25,0.728982922194108,0.390372288180515
"626260",627142,2000,0.79013516834384,0.390372288180515
"64456",64456,1990,0.774057893940328,0.269876446807757
"627329",628211,2000,0.887291048321287,0.390372288180515
"87033",87033,1990.25,1.42380062549395,0.126877088565379
"86438",86438,1990.25,1.3799219455587,0.561122494284064
"645604",646512,2000.25,1.45831331420425,0.390372288180515
"68863",68863,1990,1.18544787173805,0.200759774073958
"404265",404609,1995.75,0.786753883530392,0.390372288180515
"67191",67191,1990,1.02426032302541,0.24999860371463
"578188",578907,1999,1.33393837300759,0.390372288180515
"407082",407426,1995.75,1.07720716897704,0.390372288180515
"352596",352753,1994.75,1.35207969347061,0.419853151775897
"97838",97838,1990.5,0.977732769440474,0.861889753490686
"599028",599825,1999.5,0.755186691202805,0.390372288180515
"28397",28397,1989.25,1.94536103038253,0.409846416441724
"116348",116348,1990.75,1.26389895496628,0.416539919096977
"278207",278207,1993.5,1.05788262044907,0.380219977349043
"42302",42302,1989.5,1.6609090538625,0.30539175751619
"355194",355351,1994.75,1.84339970217555,0.558729523327202
"421644",422007,1996,1.28629327790585,0.390372288180515
"626717",627599,2000,0.822704413068713,0.390372288180515
"669787",670740,2000.75,1.11717269118847,0.390372288180515
"484338",484862,1997.25,1.06920075028084,0.390372288180515
"498426",498984,1997.5,1.19244560102847,0.390372288180515
"475303",475800,1997,1.72474091324943,0.390372288180515
"721908",722981,2001.75,0.817731590329863,0.390372288180515
"143436",143436,1991.25,0.987918731258948,0.933035275433213
"197451",197451,1992.25,0.390517023818911,0.95147332502529
"577121",577840,1999,1.20961233179635,0.390372288180515
"204508",204508,1992.25,1.07477770044427,0.715847349725664
"440114",440552,1996.5,0.500487108906797,0.390372288180515
"691803",692797,2001.25,0.732233323985419,0.390372288180515
"286571",286571,1993.75,0.422440095736561,0.525840147864074
"201023",201023,1992.25,0.780850465052569,0.696215771138668
"32970",32970,1989.5,0.67761495149782,0.224208429222926
"591085",591842,1999.25,1.32627367322915,0.390372288180515
"698176",699170,2001.25,1.48248837761136,0.390372288180515
"330722",330846,1994.5,0.543861740086866,0.202830478083342
"159663",159663,1991.5,1.09755945507694,0.796780592296273
"707460",708498,2001.5,0.908666466861912,0.390372288180515
"350582",350739,1994.75,1.11854548832603,0.614867857424542
"659455",660389,2000.5,1.52515222127765,0.390372288180515
"686948",687918,2001,2.02743204007279,0.390372288180515
"223209",223209,1992.5,1.53371332109555,0.0571432174183428
"665498",666451,2000.75,0.68228659505696,0.390372288180515
"681350",682320,2001,0.962371848089939,0.390372288180515
"728368",729441,2001.75,1.47311339114466,0.390372288180515
"686544",687514,2001,1.8317442033032,0.390372288180515
"279548",279548,1993.5,1.17953424157663,0.249688926152885
"185580",185580,1992,0.71783415143481,0.963613022118807
"27325",27325,1989.25,1.67197270952766,0.256344957277179
"353307",353464,1994.75,1.45157497445446,0.959278102731332
"190132",190132,1992,1.15584501678307,0.152804012643173
"166759",166759,1991.75,0.207434442983972,0.624693677294999
"702859",703897,2001.5,0.502054586842716,0.390372288180515
"359774",359958,1995,0.618281642972674,0.26347244461067
"174632",174632,1991.75,1.05768173537062,0.819234492490068
"226073",226073,1992.75,0.152809356921827,0.676830525975674
"53970",53970,1989.75,1.20173783490961,0.833993385080248
"67349",67349,1990,1.04299437859613,0.12530137388967
"320278",320365,1994.25,0.931627835008729,0.419814472319558
"383357",383596,1995.25,1.72930496344371,0.386168808210641
"277614",277614,1993.5,1.00192562282661,0.168590079294518
"473118",473615,1997,1.31314588401655,0.390372288180515
"518708",519321,1998,0.610336985077864,0.390372288180515
"555216",555912,1998.75,0.133454931978715,0.390372288180515
"185787",185787,1992,0.725204157999109,0.864379346370697
"62020",62020,1990,0.534526775137459,0.0849153324961662
"302870",302901,1994,0.638034902133909,0.776573102222756
"650266",651200,2000.5,0.500560904121752,0.390372288180515
"60730",60730,1990,0.323921482112389,0.1470217613969
"138707",138707,1991.25,0.550147568740523,0.0307784681208432
"81034",81034,1990.25,0.865745112592718,0.619300516555086
"23405",23405,1989.25,1.1199928304152,0.833220835309476
"133858",133858,1991,1.62366437299574,0.360986921936274
"452136",452607,1996.75,0.343168514323085,0.390372288180515
"400795",401139,1995.75,0.418860572372587,0.390372288180515
"267534",267534,1993.25,1.54020884894265,0.0143695550505072
"475878",476375,1997,1.9769362979895,0.390372288180515
"644802",645710,2000.25,1.30690458938751,0.390372288180515
"485427",485951,1997.25,1.18985022643876,0.390372288180515
"230052",230052,1992.75,0.694733689651277,0.576665261760354
"138789",138789,1991.25,0.561241661257357,0.159183245617896
"540713",541367,1998.25,1.81178323870023,0.390372288180515
"524278",524891,1998,1.18616647585403,0.390372288180515
"721762",722835,2001.75,0.795986651410033,0.390372288180515
"686282",687252,2001,1.73913681108393,0.390372288180515
"192672",192672,1992,1.43644340137972,0.8946319273673
"641590",642498,2000.25,0.930028596328317,0.390372288180515
"453561",454032,1996.75,0.546304994739309,0.390372288180515
"699972",700966,2001.25,2.27609785835467,0.390372288180515
"727578",728651,2001.75,1.35331919851883,0.390372288180515
"500839",501397,1997.5,1.59356744916674,0.390372288180515
"596207",597004,1999.5,0.455859646715508,0.390372288180515
"218906",218906,1992.5,1.03975720052005,0.828769009560347
"239406",239406,1992.75,1.77240716195331,0.608120089629665
"299113",299113,1993.75,2.41995289546414,0.398175674024969
"667730",668683,2000.75,0.892107971802014,0.390372288180515
"121217",121217,1991,0.0843905373167774,0.0688853347674012
"152807",152807,1991.5,0.44109674291817,0.641801340738311
"14490",14490,1989.25,0.116127196968022,0.921086330199614
"468138",468635,1997,0.723764060119541,0.390372288180515
"228218",228218,1992.75,0.512659536440321,0.862095924094319
"80345",80345,1990.25,0.818364127002942,0.985383629333228
"587675",588432,1999.25,0.932444169532841,0.390372288180515
"242256",242256,1993,0.385598253185298,0.0737430879380554
"632770",633652,2000,1.55845601209733,0.390372288180515
"332049",332173,1994.5,0.69780527150237,0.527404435910285
"444403",444841,1996.5,0.97451663511729,0.390372288180515
"273442",273442,1993.5,0.621861057226756,0.786743964301422
"200688",200688,1992.25,0.733478370346439,0.357501390390098
"528474",529128,1998.25,0.0597356449478664,0.390372288180515
"83133",83133,1990.25,1.0729427509409,0.812539551174268
"545905",546579,1998.5,0.698427119170932,0.390372288180515
"204982",204982,1992.25,1.13005838834567,0.411530191544443
"599392",600189,1999.5,0.791089788873316,0.390372288180515
"207199",207199,1992.25,1.37377784070417,0.938255615066737
"430260",430664,1996.25,0.817621936867436,0.390372288180515
"568157",568876,1999,0.100859263608538,0.390372288180515
"49317",49317,1989.75,0.789380266569277,0.873913082992658
"401581",401925,1995.75,0.512888454300058,0.390372288180515
"661601",662554,2000.75,0.126367620932698,0.390372288180515
"55705",55705,1989.75,1.38975234029544,0.041225726949051
"549151",549825,1998.5,1.03163310174497,0.390372288180515
"616254",617100,1999.75,1.10705273138858,0.390372288180515
"335015",335139,1994.5,0.96356669778151,0.102681933669373
"570326",571045,1999,0.50621463426394,0.390372288180515
"250630",250630,1993,1.27351431821801,0.827701706904918
"339421",339545,1994.5,1.48716033233377,0.518391482066363
"419978",420341,1996,1.06346144753637,0.390372288180515
"392028",392322,1995.5,0.989391813690378,0.0504111733753234
"728841",729914,2001.75,1.54909775185519,0.390372288180515
"577692",578411,1999,1.27447963745657,0.390372288180515
"570672",571391,1999,0.541648945129736,0.390372288180515
"590739",591496,1999.25,1.28201099675225,0.390372288180515
"273624",273624,1993.5,0.651083541585013,0.827882728539407
"393598",393892,1995.5,1.14102896127403,0.175754666561261
"182301",182301,1992,0.286624920623065,0.169626645743847
"181497",181497,1992,0.109135880878051,0.954964622622356
"231409",231409,1992.75,0.810635595435782,0.489663045620546
"376015",376254,1995.25,0.799278055628192,0.944663292728364
"354561",354718,1994.75,1.67418481012192,0.263811847660691
"569111",569830,1999,0.294234826779437,0.390372288180515
"466145",466642,1997,0.507621019299841,0.390372288180515
"120875",120875,1990.75,2.28962498281824,0.0249148379079998
"717253",718326,2001.75,0.327986759790332,0.390372288180515
"289900",289900,1993.75,0.786577936838355,0.918195500038564
"589879",590636,1999.25,1.1704636732552,0.390372288180515
"309576",309607,1994,1.3108500816068,0.809747338294983
"99189",99189,1990.5,1.0764607132983,0.463988554431126
"457679",458150,1996.75,0.973701230052359,0.390372288180515
"319499",319586,1994.25,0.860553714256842,0.771384220570326
"289279",289279,1993.75,0.742181036848826,0.705808194587007
"333684",333808,1994.5,0.846867618792169,0.827343024779111
"655198",656132,2000.5,0.983520766562426,0.390372288180515
"425321",425725,1996.25,0.12084655573282,0.390372288180515
"287239",287239,1993.75,0.526486444317622,0.254150609718636
"487493",488017,1997.25,1.50906911148399,0.390372288180515
"71934",71934,1990,1.52495347331642,0.736680630128831
"51345",51345,1989.75,0.969990021782607,0.140361733036116
"682365",683335,2001,1.0723878106135,0.390372288180515
"205100",205100,1992.25,1.13005838834567,0.834210957866162
"432465",432869,1996.25,1.04789707898209,0.390372288180515
"121197",121197,1991,0.0811519949393364,0.31280505284667
"305474",305505,1994,0.883674045352456,0.670594951603562
"420022",420385,1996,1.06346144753637,0.390372288180515
"651754",652688,2000.5,0.654906141964573,0.390372288180515
"253536",253536,1993,1.66381887491064,0.510525043820962
"262064",262064,1993.25,0.928850373605896,0.32434519380331
"290897",290897,1993.75,0.892132348415743,0.0455605708993971
"33939",33939,1989.5,0.767948428942594,0.877014141762629
"631289",632171,2000,1.32585352129978,0.390372288180515
"144341",144341,1991.25,1.06937048786847,0.516853811452165
"462211",462682,1996.75,1.62892940279403,0.390372288180515
"162767",162767,1991.5,1.40327592657509,0.898913158336654
"627592",628474,2000,0.916253830078642,0.390372288180515
"366268",366452,1995,1.27315743390971,0.986743185203522
"259280",259280,1993.25,0.686631588686119,0.681012456305325
"503061",503647,1997.75,0.193512987429722,0.390372288180515
"712502",713540,2001.5,1.40315001426168,0.390372288180515
"597016",597813,1999.5,0.551302005920839,0.390372288180515
"416841",417204,1996,0.729514297026955,0.390372288180515
"700837",701875,2001.5,0.207865144387246,0.390372288180515
"612719",613565,1999.75,0.758583133353885,0.390372288180515
"25100",25100,1989.25,1.30668387148282,0.239403036888689
"123038",123038,1991,0.446468192543408,0.500337996287271
"568106",568825,1999,0.0793861450234951,0.390372288180515
"47814",47814,1989.75,0.632589768847447,0.95238935132511
"612637",613483,1999.75,0.7449741773455,0.390372288180515
"384556",384795,1995.25,2.30986144998214,0.576412248890847
"78111",78111,1990.25,0.612911171904804,0.0239542301278561
"42748",42748,1989.5,1.73054258342823,0.659720795927569
"398065",398359,1995.5,1.88642678456005,0.993927052710205
"607175",607972,1999.5,1.95341435979446,0.390372288180515
"87738",87738,1990.25,1.56309576618313,0.887149249669164
"150126",150126,1991.25,1.88370439306121,0.701067898888141
"58248",58248,1989.75,1.82639185726381,0.899217987898737
"558466",559162,1998.75,0.634131316195049,0.390372288180515
"610071",610917,1999.75,0.487581318898874,0.390372288180515
"542812",543486,1998.5,0.33341387827116,0.390372288180515
"237097",237097,1992.75,1.35275093740364,0.317066381918266
"728746",729819,2001.75,1.53206635025119,0.390372288180515
"205999",205999,1992.25,1.21699729897558,0.0773544490803033
"92738",92738,1990.5,0.526456077091501,0.122551936889067
"336251",336375,1994.5,1.10481634223064,0.972147692460567
"295070",295070,1993.75,1.3211591429016,0.465428690193221
"446256",446694,1996.5,1.18778817770214,0.390372288180515
"210658",210658,1992.25,2.29851020638032,0.489082093117759
"334191",334315,1994.5,0.886860220417966,0.178188899997622
"199149",199149,1992.25,0.582651960809652,0.0300658727064729
"521309",521922,1998,0.856385064607023,0.390372288180515
"665033",665986,2000.75,0.632691864533932,0.390372288180515
"569194",569913,1999,0.312798290111144,0.390372288180515
"530289",530943,1998.25,0.461601221479065,0.390372288180515
"239221",239221,1992.75,1.72152972926578,0.405455097556114
"440851",441289,1996.5,0.590093325114902,0.390372288180515
"270625",270625,1993.5,0.219149390032511,0.308517878642306
"643730",644638,2000.25,1.16966806697703,0.390372288180515
"652270",653204,2000.5,0.706390619871506,0.390372288180515
"195818",195818,1992,2.41087682383674,0.865507869515568
"302830",302861,1994,0.624963682992819,0.91421783901751
"145597",145597,1991.25,1.18605626102202,0.339993171393871
"158330",158330,1991.5,0.981474411643524,0.567921411013231
"544351",545025,1998.5,0.549726110754996,0.390372288180515
"482916",483440,1997.25,0.917285206141078,0.390372288180515
"726211",727284,2001.75,1.20194168343713,0.390372288180515
"205392",205392,1992.25,1.1829675157818,0.373010208131745
"329979",330103,1994.5,0.460178855654376,0.118338663130999
"265880",265880,1993.25,1.34092705820359,0.438949724193662
"432353",432757,1996.25,1.04463882483744,0.390372288180515
"508620",509206,1997.75,0.889165945127572,0.390372288180515
"243599",243599,1993,0.567817804712908,0.202660540584475
"390084",390378,1995.5,0.807787576543364,0.685805761255324
"524092",524705,1998,1.16525811677768,0.390372288180515
"691941",692935,2001.25,0.74717030207307,0.390372288180515
"475110",475607,1997,1.67148178456741,0.390372288180515
"4369",4369,1989,0.718963477657159,0.26040536002256
"364949",365133,1995,1.12144358247137,0.138371439883485
"599204",600001,1999.5,0.774097358441436,0.390372288180515
"32778",32778,1989.5,0.655623438967791,0.40477708238177
"150864",150864,1991.25,2.4690946152038,0.976479234406725
"533989",534643,1998.25,0.835137453356831,0.390372288180515
"392153",392447,1995.5,1.00894839357298,0.971975197549909
"88269",88269,1990.25,1.63645486700466,0.134682514471933
"612865",613711,1999.75,0.770394525134477,0.390372288180515
"458592",459063,1996.75,1.06330415448625,0.390372288180515
"397934",398228,1995.5,1.85515756917321,0.60711266240105
"206145",206145,1992.25,1.2320001291745,0.0431643985211849
"273109",273109,1993.5,0.579642621986721,0.730488669360057
"272263",272263,1993.5,0.494989150594925,0.373955113813281
"683690",684660,2001,1.25062895391919,0.390372288180515
"541493",542147,1998.25,2.58212953491688,0.390372288180515
"251925",251925,1993,1.4193058890753,0.671774248825386
"447684",448122,1996.5,1.35416414726717,0.390372288180515
"422814",423177,1996,1.46179312832436,0.390372288180515
"380684",380923,1995.25,1.28999243027172,0.539602161385119
"183425",183425,1992,0.481120464082522,0.864410179900005
"188524",188524,1992,0.997687269223448,0.596288495929912
"222079",222079,1992.5,1.36726809202708,0.789279544958845
"353330",353487,1994.75,1.45919988043203,0.713004503631964
"406439",406783,1995.75,1.01933792529237,0.390372288180515
"470747",471244,1997,1.02283850269732,0.390372288180515
"22216",22216,1989.25,1.03651794660039,0.589009169489145
"252090",252090,1993,1.45034538672683,0.210911389673129
"127461",127461,1991,0.90929794313458,0.161141080083326
"46774",46774,1989.75,0.538327558038461,0.25929964822717
"463090",463561,1996.75,1.87635702729716,0.390372288180515
"130058",130058,1991,1.173689872334,0.0807347842492163
"360376",360560,1995,0.672441460178583,0.439124679658562
"206624",206624,1992.25,1.2980299133733,0.951656239107251
"395847",396141,1995.5,1.41337628730152,0.386332679074258
"222926",222926,1992.5,1.50184011683308,0.211467095185071
"665138",666091,2000.75,0.638055354726016,0.390372288180515
"548722",549396,1998.5,0.9854285868566,0.390372288180515
"226501",226501,1992.75,0.252967922055113,0.657397453673184
"603471",604268,1999.5,1.20151475432973,0.390372288180515
"269117",269117,1993.25,1.84535382649408,0.979344645980746
"500714",501272,1997.5,1.57275388369214,0.390372288180515
"474755",475252,1997,1.59432039304007,0.390372288180515
"646582",647490,2000.25,1.6357547681444,0.390372288180515
"613675",614521,1999.75,0.848503553151527,0.390372288180515
"626427",627309,2000,0.79013516834384,0.390372288180515
"257350",257350,1993.25,0.485208597835113,0.99680058285594
"371461",371700,1995.25,0.288073092840342,0.520748786628246
"662348",663301,2000.75,0.273734133722742,0.390372288180515
"458156",458627,1996.75,1.02334003922959,0.390372288180515
"310992",311023,1994,1.5207269926293,0.6221677090507
"435896",436300,1996.25,1.55197245588539,0.390372288180515
"262496",262496,1993.25,0.976667844751881,0.55344393895939
"103762",103762,1990.5,1.6446204954925,0.679317446658388
"699284",700278,2001.25,1.78360893043275,0.390372288180515
"411329",411673,1995.75,1.6748485847802,0.390372288180515
"502606",503192,1997.75,0.0644573526035085,0.390372288180515
"632422",633304,2000,1.48887481330972,0.390372288180515
"687624",688618,2001.25,0.129785009352885,0.390372288180515
"618328",619174,1999.75,1.38590918302641,0.390372288180515
"174507",174507,1991.75,1.05768173537062,0.945042225066572
"14155",14155,1989,2.27587611990421,0.642113477690145
"124320",124320,1991,0.611164597694776,0.285636099753901
"83806",83806,1990.25,1.10058649441089,0.510899177053943
"483265",483789,1997.25,0.962648162484684,0.390372288180515
"692281",693275,2001.25,0.760045153485162,0.390372288180515
"498056",498614,1997.5,1.14691638391308,0.390372288180515
"4598",4598,1989,0.759529668342501,0.355628727003932
"161422",161422,1991.5,1.25695790691305,0.668962027644739
"392990",393284,1995.5,1.07884040130467,0.926834855228662
"258131",258131,1993.25,0.563240713437372,0.421237970236689
"334342",334466,1994.5,0.904942677120217,0.790469976142049
"489401",489925,1997.25,2.26818433849422,0.390372288180515
"727210",728283,2001.75,1.29346725626223,0.390372288180515
"243391",243391,1993,0.567817804712908,0.853847722290084
"651609",652543,2000.5,0.637395752789348,0.390372288180515
"468245",468742,1997,0.738255957209767,0.390372288180515
"636745",637653,2000.25,0.493351205484128,0.390372288180515
"724235",725308,2001.75,1.01850348636772,0.390372288180515
"231699",231699,1992.75,0.854635507859395,0.883595114341006
"316511",316598,1994.25,0.562487813777634,0.974354388890788
"216840",216840,1992.5,0.863846565127621,0.401260338025168
"382706",382945,1995.25,1.59439518813344,0.411625000182539
"144724",144724,1991.25,1.08505721765181,0.646791386418045
"238817",238817,1992.75,1.61187710994479,0.97770014195703
"86950",86950,1990.25,1.42380062549395,0.634133803658187
"167617",167617,1991.75,0.341530420149412,0.566596438409761
"701334",702372,2001.5,0.289068745821043,0.390372288180515
"300574",300605,1994,0.315768176038578,0.75249360082671
"566883",567579,1998.75,1.72651932748725,0.390372288180515
"629736",630618,2000,1.13106837418234,0.390372288180515
"117317",117317,1990.75,1.3851502746692,0.239712003618479
"541702",542376,1998.5,0.0824544309412299,0.390372288180515
"293464",293464,1993.75,1.13354203369664,0.281438660342246
