x1,x2,x3,x4
-344.9560264409637,1055.535793388985,-643.6962957717889,11.699805261739773
-171.78339485262163,827.3617526423602,-565.7350605831533,12.967183646829586
-142.8663330022426,824.3410001069902,-576.3073784568203,12.971762885643377
-160.6441481078104,899.3779013849222,-617.8071726946629,12.447800313654822
-560.495903321767,1561.167653749449,-896.3383402636724,11.554680703878589
-1192.1044050039877,2476.3976997555005,-1246.8494368444963,10.96588782160224
-2279.662072594107,3805.076861189691,-1687.2789546705612,9.783974932989247
-2131.338848500013,3571.436736293068,-1592.5918772369623,9.842991447397077
-1364.2988861489148,2580.513113687221,-1243.5011426761473,10.671029257327591
-562.5962935627442,1521.1682484624303,-864.8190783119344,11.76258580564489
-257.50735165744646,1096.6926209065805,-710.958376650069,12.925487087480002
-100.23908112393725,893.2745058677228,-644.4380907429077,13.534680000365903
4.8014207706977166,790.3187156514379,-620.4541719988601,13.324447864682439
-192.65701887127383,1082.346585635978,-732.9694270857926,12.640109016327946
-627.385947468075,1654.003604008884,-933.803691056109,11.892782797644212
-1038.5726512505714,2150.074980078605,-1094.624149128755,11.335887188957237
-1065.9081860680142,2181.5105257513924,-1103.2484635161159,11.665367068781661
-887.1813137319695,1962.9049809628355,-1029.2830611829838,12.357207439352617
-1797.0402294441258,3148.9893530962922,-1457.8556472975042,12.22816814797269
-1870.8917637252423,3257.6133636952836,-1503.295377859681,12.58738122867442
-683.9864267225483,1737.2627531941732,-966.607516515414,13.704114413770997
516.8111377789259,75.44323201437477,-356.21375050983954,15.335742831868767
