x1
3622.0
3682.0
3703.0
3698.0
3670.0
3643.0
3627.0
3631.0
3607.0
3609.0
3568.0
3532.0
3459.0
3387.0
3349.0
3345.0
3382.0
3437.0
3513.0
3558.0
3594.0
3568.0
