x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
-0.00012739546459807598,-0.00026910833324169655,-0.00036498632946068533,-0.0003956525520833465,-0.00031222207570771844,-0.00016439586875426773,2.0860230412623158e-5,0.000455332879118195,0.000697154159570894,0.0012192835934041666,0.0018627705611462062,0.00225177750397007,0.003229467351866388,0.003919662381030557,0.004829472238297221,0.006171868351301833,0.008983670545429963,0.10768948940279688
0.0009354639935565541,-0.001104284428500685,-0.007113781542317999,-0.022283876168355286,-0.04129333358813792,-0.06248320804658916,-0.08483954303259654,-0.13087966690167216,-0.1543008711801194,-0.20111636623866663,-0.25447617462624117,-0.2853098323902466,-0.35991202861899424,-0.4107717639648474,-0.4760173261144015,-0.5690489376668906,-0.7544882395343141,0.15653685809659057
-0.3677641919466455,-0.9123138253049018,-1.421888251121635,-2.0272049796681144,-2.3725777445583622,-2.5522124025855066,-2.6333638353731232,-2.610779495319968,-2.5339000362340123,-2.2843071409107827,-1.8865080824087308,-1.6199199828936068,-0.9149381398820683,-0.4109179589719603,0.24739905714690058,1.1927074842803231,3.103091808867923,-0.20135895908620155
-12.227487999602031,-22.337544018462292,-27.830144949658575,-28.52941166777324,-23.00088948155299,-14.989911246836812,-6.5941724385558675,7.414786328462893,12.424319541651805,17.899311822406897,18.39676778931909,16.994679024735667,11.15254098543257,6.068980271473641,-0.9769483884937563,-10.05634512557088,-17.25585303683518,0.15859075024787092
-105.51490230690817,-136.68226231258333,-110.39964867388625,-15.9345461652222,56.880525875102755,95.81354382786684,110.03251470998637,86.54946190475235,64.3145197878027,18.77610666185675,-41.156065427218216,-70.97321924399624,-110.10404320474478,-106.27019733430667,-71.45030685550458,7.65033257425146,135.24097508272274,-0.7545428363003351
315.42794652521553,258.59271665894795,84.00622772862418,-139.68371906555856,-167.97864931453122,-90.70735340598246,0.7568249828804706,123.49852426221777,148.99714193663814,128.43566683949246,75.05199377305856,31.36876134215608,-65.0972881540178,-126.04948107326531,-203.825785955846,-259.37959466333706,320.37623746508666,-0.9098226307089909
605.694099400037,164.45463770386155,-213.36557978126572,-521.3188254028228,-345.6314009136847,80.77496081296069,436.14754049214247,567.299471078137,372.6874472626162,-242.3661720992522,-651.6135685649097,-634.456078471026,-76.5067209428012,345.8650947149154,566.408754266382,307.4494561755434,-410.0816459052657,0.8899592155359467
966.491353927135,-267.99294562805744,-1002.9890841547309,-475.6688267762356,539.8016723546971,956.7787897798087,746.4159134563796,-464.85284087800426,-930.1208549288995,-923.7687668669648,40.83441144810316,567.8823342552288,899.725803653068,462.4817066016888,-279.3866077027077,-869.805081549815,272.25369606470673,-0.07444622832575265
-2154.568995431108,172.1208939527696,1208.8833738076812,-48.89979236201585,-554.1743212065408,-181.52012022664522,365.06777199084445,725.0402536162122,298.4553746656829,-925.8913605618376,-952.3097177584305,-411.5844044694001,1128.4257759474729,1306.7366135719437,181.71776268593084,-2054.465031285622,713.2244170002483,-0.896860224006167
-4199.120786504185,4956.87642931863,2263.5327385008213,-5378.133579256908,-2719.682824426691,2227.1250225720355,4066.5410300727913,840.110693758105,-2767.947856361022,-3446.208706440667,2969.4356601064787,2910.670455095039,-1057.7547280822255,-2860.2970512123925,-1462.759443559825,4073.6207319676905,-1218.5850221453077,0.8374766906143005
