x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
2404.507665381478,-1078.1516169148729,-353.68022497902,-68.61469084894006,1018.9578010050332,-2309.525057923431,2825.2939388173068,-2326.1906553290532,4483.059409568966,-7359.486572493065,11319.813025966274,-8653.452751144427,1466.3999489436524,9.83466284184385
