x1
2757.7984615509795
2947.7147576278094
3045.778160565086
3012.2505455255005
3123.515599913227
3223.230813390019
3160.082448684878
3105.744715001073
3021.662642307778
2977.092251188855
3042.8979352845345
3118.2289676595346
3136.09169795563
3030.527908368058
2907.616590499449
2820.361661821791
2834.1009462958577
2906.2659306783326
3229.908119303372
3373.825592234719
3204.2878948426337
3437.2724756096577
