x1,x2,x3,x4,x5,x6,x7,x8,x9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.259154119616407,0.03408694495360103,-0.5000296131045483,1.924063904874838,-0.9678109270112004,-0.3876379727362367
0.0015354058330243618,0.3336393136777333,0.08570536200081806,-0.5185556456734873,0.15439529808218874,-0.26345117599327983,0.6227341224912508,-0.8039042264258768,-0.4464445061626675
0.0037902994962631877,0.07936312520270729,0.021965680559366565,-0.38000024128123655,0.03305353040752291,0.019093142231547445,0.08693821103660687,-0.6486244611760845,-0.2720474806943025
-0.0006517883910440018,-0.12793722317749734,-0.02274458727216185,-0.13690296847177152,-0.015001186770501124,0.11270902194222164,-0.08585959487329486,-0.332691871276885,-0.10399098121169989
-0.001741714309706982,-0.07651408550574047,-0.024457093636423302,0.0031545575456069868,-0.02128809556393617,0.09070069493127941,-0.08833568297946807,-0.09275225399852044,-0.017027945106011806
-0.0008263884503669407,0.009576871030205797,-0.00731212910663587,0.03999627583685066,-0.013688547301939469,0.040430149960638435,-0.043854741880138826,0.01748481756787149,0.009712927445467154
0.00012981491239744532,0.03310226727393749,0.0030324257625899288,0.028273375936587315,-0.005491478950778218,0.005454145884233726,-0.00877661772045075,0.03876086620853582,0.009744460853221903
0.0003263912561105557,0.01583028604416328,0.0038083467603355087,0.009149301451905097,-0.0007390814581175109,-0.007596928983571671,0.005659347877962218,0.02454320097342543,0.0039133133975894265
0.00014595647991691798,-0.0005531453063117045,0.0013596666363464476,-0.0016648668333556478,0.0008908391353705298,-0.007479368734822392,0.006734605445010656,0.007553934363761088,4.0144338295429885e-5
-6.3825422174054455e-6,-0.004373400721476635,-0.0001552854156380273,-0.004094510299354234,0.0008809923438524606,-0.0035085851707332165,0.003432648797259656,-0.001378559609782765,-0.0010893520436214244
-3.862801268362423e-5,-0.002122786833964813,-0.00037686636798885337,-0.0026625391719609184,0.0004164026601163631,-0.0004741546502913567,0.0006247396072667245,-0.0032621073924941207,-0.000813551804435054
-1.859232279321983e-5,-0.00012511045433098768,-0.00017016570318932682,-0.000818767847058238,5.973425266381001e-5,0.0006783166334182523,-0.0005407798887697873,-0.0020770828072385655,-0.0002840074983630695
-1.8521497829999927e-6,0.0003304307428647955,-2.956079357548838e-5,0.00016952990448928801,-7.804239293700135e-5,0.0006597380516101609,-0.00060043271750322,-0.0006161395792240994,3.060995814131882e-5
2.0520282207523727e-6,0.00015913843622163948,4.720548383235995e-6,0.00037584800955072216,-7.726517938007388e-5,0.0003034274214020549,-0.0002998655966528374,0.00014766681916130703,0.00011036769482776275
1.111963188038358e-6,2.7636672251017383e-5,6.618273780031184e-6,0.00023870519073102532,-3.539597919554911e-5,3.6545695504005554e-5,-5.13001558495143e-5,0.00029696055462994004,7.627328185890683e-5
4.025857007019794e-7,9.709431499968767e-6,7.613343304078844e-6,7.178014552469525e-5,-3.814841538288741e-6,-6.20366337131301e-5,5.0161453245890814e-5,0.0001838966467487822,2.57452662280867e-5
3.056267978331668e-7,1.1712293397641422e-5,6.899066844632956e-6,-1.5739028316513278e-5,7.63600901836237e-6,-5.850167039665987e-5,5.4015916539591534e-5,5.2827811039306557e-5,-3.040653550996801e-6
1.9685012942518678e-7,1.396699377323765e-6,3.1467720703666477e-6,-3.346555068291638e-5,6.940757637776836e-6,-2.6573440848937784e-5,2.6654001502974224e-5,-1.4129780212788844e-5,-1.0078887753542027e-5
5.317183055947293e-9,-7.466727435934446e-6,-3.8438856852092665e-7,-2.1111073319680322e-5,3.0361993256184148e-6,-3.066158105635074e-6,4.408051361771933e-6,-2.661211569141441e-5,-6.870602871369855e-6
-9.677153638927052e-8,-6.826937605624793e-6,-1.544855770538469e-6,-6.313394634976944e-6,2.7493384415736396e-7,5.557080976501518e-6,-4.5650633822800105e-6,-1.6300246612541514e-5,-2.2866146850706e-6
-7.755461127923585e-8,-1.9553627534579927e-6,-9.957770030416911e-7,1.4271322343215173e-6,-6.84590052891801e-7,5.208243772833933e-6,-4.835741025782719e-6,-4.636600721563729e-6,2.883528081237959e-7
-2.0373933951172216e-8,1.108302622388189e-6,-1.9517722345303413e-7,2.98928464384869e-6,-6.084139074230351e-7,2.362535199214371e-6,-2.3640445667754072e-6,1.2879706510815025e-6,9.040482589336458e-7
1.1764625835448173e-8,1.3729809265783792e-6,1.6763444141292177e-7,1.8817971777683035e-6,-2.668487341389197e-7,2.6614583066279227e-7,-3.781541873825273e-7,2.380249823218717e-6,6.104155946935378e-7
1.4019246123332329e-8,5.517154056498684e-7,1.661871119932537e-7,5.581021698006849e-7,-2.527265064709986e-8,-5.021466842059075e-7,4.1433269093847184e-7,1.4526907467285898e-6,2.0072510600937216e-7
5.737729839821448e-9,-3.3682030479748794e-8,6.459495269075976e-8,-1.3265763160914357e-7,6.032705141376905e-8,-4.6727934860406494e-7,4.321874729480063e-7,4.0919247960887727e-7,-2.736700719068341e-8
-5.17002126653169e-11,-1.6311091216328258e-7,6.90257835664117e-10,-2.692938560383138e-7,5.4423798806252275e-8,-2.1002542660623505e-7,2.0937852557626265e-7,-1.1895347818346388e-7,-8.098101278944027e-8
-1.4540504700230215e-9,-9.246497209425778e-8,-1.503674795804678e-8,-1.6784353951277628e-7,2.404527486448761e-8,-2.207532849127304e-8,3.234553355866643e-8,-2.1413001257790286e-7,-5.426583437874988e-8
-9.173622343843149e-10,-2.106938361467194e-8,-1.0534737938708726e-8,-4.880665976848783e-8,2.225702104012286e-9,4.574743806597036e-8,-3.757597268569875e-8,-1.2946237436277784e-7,-1.7662282630419323e-8
-2.805542405432292e-10,5.855854683272611e-9,-4.1295242519512654e-9,1.2528273759791018e-8,-5.513998270220847e-9,4.179551479297308e-8,-3.861627041434895e-8,-3.575170947976785e-8,2.5895028617018357e-9
5.581654109720136e-12,8.339656873359666e-9,-5.553233611548121e-10,2.4200149246915348e-8,-4.917953284118458e-9,1.851888494728534e-8,-1.8544263959444978e-8,1.1119727213717274e-8,7.2734814019452406e-9
7.049210648530223e-11,5.196642702147275e-9,7.41119058346147e-10,1.48919213697678e-8,-2.132210502128563e-9,1.7948788156605138e-9,-2.7633937360895165e-9,1.9227057514148852e-8,4.834065513515588e-9
5.969811918992878e-11,2.3551241127378247e-9,8.486572474981402e-10,4.252030837997899e-9,-1.6956008508324492e-10,-4.1362884842715055e-9,3.40695825686179e-9,1.1486306831522976e-8,1.553373434665261e-9
3.221082866011705e-11,4.437687244181745e-10,4.914834578187855e-10,-1.1642008147856802e-9,5.048570777441075e-10,-3.7203794601239274e-9,3.4509664109767217e-9,3.111913765197578e-9,-2.467429535893219e-10
7.882799807120279e-12,-5.13410610910387e-10,1.1822036257575529e-10,-2.164899652180589e-9,4.3789272746679555e-10,-1.6335590162088074e-9,1.6424988045328386e-9,-1.0278997878165588e-9,-6.540189242197526e-10
-5.108676131719557e-12,-6.326148752660113e-10,-7.37017029475886e-11,-1.3214889804994078e-9,1.8634198683303136e-10,-1.4954581636435549e-10,2.355071162361902e-10,-1.720083099483266e-9,-4.302376461123583e-10
-7.110686749573407e-12,-3.336436001755641e-10,-9.700934199904085e-11,-3.7281664290393814e-10,1.319888543594818e-11,3.7227661676593093e-10,-3.089019970127489e-10,-1.0191278033598634e-9,-1.362429258532623e-10
