x1,x2,x3,x4,x5,x6,x7,x8,x9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4026168591773276,5.449691000808701,1.0696605680016833,-0.3284988695926628,-0.5985921415009384,-0.22204338047383532,-0.053430470271558235,-0.6688068942479798,0.2504111416370616
-0.10549648482992009,-7.758718101904871,-0.8978750201617371,-0.04198503756973774,-0.07306026490847575,0.006612757344185366,-0.30775398094103135,0.40282243921649363,0.1899019389768294
-0.02321383846328193,-1.9833920041453434,-0.7362986132771527,-0.043383600913562206,0.16251947500119338,-0.066757583666356,-0.06778556831811323,0.06446067284393983,0.2102504832733407
-0.015774868139884702,0.7027650039325654,0.042732798722910956,0.1348505647540265,0.051914818647794674,0.04182621439743115,-0.08704778714636366,-0.05503267085259833,0.08586749256499429
0.010424713125363869,0.848394008901503,0.17277810549750552,0.017779914787070382,0.10512841344177361,0.055593558469958566,-0.03839164181368914,-0.041399447422633136,0.07861490947846385
0.004164689535764096,0.05660242169956668,0.05015743474170868,0.03328047864388281,0.053263367732103314,0.03355814402451979,0.010955689046107922,0.006782554126462818,0.03466795629580419
-7.245919447995703e-5,-0.15456351866340687,-0.023242105966194936,0.026030435228980228,0.02674451819102977,0.009048221522018495,0.033562964296836,0.010997930164527825,0.013396540725378181
-0.0009210470734926897,-0.05046297599986152,-0.015241352273065889,0.02610807983362103,0.003974556432308501,0.0027271694965536313,0.025629388838567625,0.0009609680654335949,-0.0014573850916693484
-1.3648445977928893e-6,0.02969835191098029,0.0027980904413138527,0.012002998095039748,0.0005524847875535299,0.0021391324463825496,0.013836346133124466,-0.0037776717197512783,-0.0035117142904309328
0.0003329234229572382,0.025141365757795384,0.005556973750885228,0.004621837183247546,-0.0011026353466673199,0.001651190214792523,0.006643703743873711,-0.00236716854861703,-0.0034815019565524134
0.00016516724631859486,0.0028835734145057856,0.00157835670680111,0.0007448494663149902,-0.0011460753898112311,0.0003639528817518973,0.003637761161666344,-0.0004592636002171089,-0.0024243843193978874
5.515561807556958e-6,-0.0038476219891521992,-0.0005638635635989913,6.302172079966844e-5,-0.0014721925758556535,-0.00036753973714503214,0.0018941037342984257,0.00012003135159647943,-0.0017822429963204338
-2.5817023458115262e-5,-0.0014829087386977469,-0.0004459844861300094,-0.0003091171086013907,-0.0011600146383524254,-0.0004807775210231084,0.0007009475223497333,3.291692190271652e-5,-0.0011071798278120364
-5.8672377672974e-6,0.00045079290917189027,-2.7409345719830936e-6,-0.0004036108078467813,-0.0007656928204400918,-0.0003292521422362951,1.2072996428291929e-5,-3.570296359616837e-5,-0.0006085701065344807
1.8934139946670523e-6,0.0003131993598682506,6.833854484061568e-5,-0.00041137813230552537,-0.0003974352518306971,-0.00019583849438522914,-0.00022430834605448885,-3.4743607061519506e-6,-0.0002620801104554243
-9.68006682720384e-7,-0.0001713672926847398,-1.7619090339767715e-5,-0.0002920167377884994,-0.00018967725145967217,-0.00011489550071571857,-0.0002351350706166288,2.8446787817993457e-5,-8.477245834003758e-5
-3.50662688904927e-6,-0.0002467852974737946,-5.046078283080221e-5,-0.0001752479913662087,-7.387249813885581e-5,-6.408559097557098e-5,-0.00017849052271446962,2.70870960788051e-5,-3.1583021549986623e-6
-2.667116232565352e-6,-0.00010965700823869142,-2.990119597674433e-5,-8.929068160560806e-5,-1.7758743239047627e-5,-2.8579467366837673e-5,-0.00012042733299695726,1.4086247850173169e-5,2.4914534190826033e-5
-1.15406773748772e-6,-1.939332838015919e-5,-7.989484435758341e-6,-4.145042190952503e-5,8.7858321416564e-6,-7.765763795907348e-6,-7.311732856218475e-5,5.924522230189596e-6,3.0142878157478565e-5
-3.446261977687353e-7,-2.2524423185783026e-6,-9.490155027949031e-7,-1.4923750938903189e-5,1.6170364314901644e-5,1.3785327350736555e-6,-3.8649594344704205e-5,3.08392572722136e-6,2.492153049169791e-5
