"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.477259684444204,0.539369617595359,0.572450875619251,0.598112097311856,0.626408872438983,0.649800695197537,0.681274530877767,0.731162630337869,0.796083416037657,0.971625527105244
"2",0.494503610646569,0.555151921354774,0.599577603883143,0.631581355056023,0.663694544832628,0.692915055865116,0.723934814771342,0.767493199369634,0.826536836270265,1
"3",0.478849756798503,0.543608375692527,0.592395984567057,0.626641255669705,0.658886080513067,0.688931958760817,0.720012741648713,0.759177040210052,0.815141832807034,1
"4",0.458827047382288,0.533330663846627,0.583563470578354,0.619005829248752,0.65019250943071,0.679222063875963,0.711488034804524,0.748514571879967,0.804633307440436,1
"5",0.420242207803678,0.502797930333083,0.55195378103722,0.586233319914218,0.614686101434631,0.640290747390386,0.672925278313162,0.707887787007535,0.763267032829577,1
"6",0.392867987981182,0.481976231298757,0.528610929550353,0.561023890593232,0.586590748651989,0.608742481842807,0.641580303412414,0.675225484742112,0.729405946298216,1
"7",0.363524675200891,0.459537875211817,0.504966569914782,0.536712925984208,0.561474088397609,0.582654947062423,0.616908125095542,0.65163999186481,0.705544810721687,1
"8",0.376061309705781,0.472826725502548,0.516336225031952,0.547534093532111,0.572883706684523,0.595785594483377,0.630588784911644,0.667156802127635,0.718403909008855,1
"9",0.404710633908521,0.498950782445192,0.541444939615075,0.573099436745118,0.600707460500358,0.627128127667984,0.662332138030688,0.701110970331099,0.749377887891522,1
"10",0.430590123081186,0.521036269437628,0.563075971287032,0.596150245064566,0.626436243532088,0.65572990562618,0.691025335500164,0.730045185912782,0.77701122929655,1
"11",0.464386533268585,0.54625905360912,0.586621573762972,0.61991371791136,0.650158749635183,0.678161075878354,0.710882277728751,0.74431514417064,0.79121995642619,1
"12",0.482756216582883,0.55843013509493,0.596286259776323,0.629700833148876,0.658680659831604,0.683585386061278,0.712971957230692,0.739612575510637,0.787770927331833,1
"13",0.48285139101533,0.556639701928633,0.592188979330719,0.62608423775171,0.654075294862431,0.677015035348615,0.703529913523341,0.726859248964112,0.775952491214068,1
"14",0.467531415054766,0.542843761258975,0.577348289734943,0.612079789208827,0.640248473306355,0.663916674341127,0.688476861168811,0.714371386313125,0.762935496847578,1
"15",0.447711032196866,0.525540553333679,0.559534901220121,0.595229583606584,0.624369992965206,0.650149329787142,0.674213568082015,0.705289964378152,0.752517644530283,1
"16",0.435532219232939,0.513100873085909,0.547379358783782,0.583280110876638,0.613649594861633,0.641283844784093,0.666347740879652,0.702103137715519,0.747839348505043,1
"17",0.442882524004755,0.514434315500123,0.549621819746465,0.584181099746611,0.615462384322279,0.643301985350258,0.670931435143813,0.708117665656878,0.752708967253325,1
"18",0.447063770412634,0.508249649912697,0.54448684480018,0.576226476932752,0.607662134318585,0.634195468938045,0.664774518964871,0.70062060398403,0.743974932690593,0.977390811401398
"19",0.4448803097188,0.491963966548284,0.526553169744404,0.553112392395189,0.581856071844356,0.604706490161838,0.635299568672271,0.666292209824485,0.706117450362428,0.907354744445863
"20",0.460678187898123,0.501119671185005,0.535416721375984,0.559782919492124,0.586776013384917,0.607650566640974,0.638236434523534,0.666692980824337,0.707240142737839,0.891774328029834
"21",0.493601643191025,0.539114609143439,0.57704983586602,0.602945099355689,0.630477522430112,0.652455370314708,0.683634230331179,0.713890950952312,0.76278857615937,0.958303824969714
"22",0.533240178424977,0.589057659764862,0.624860066042304,0.651488751831932,0.675440432402345,0.697021727643342,0.720824943439746,0.751035433557894,0.806094770964755,1
