K,Ktilde,Lam1,Lam2,Lam3,MDD
4.0,4.0,1.2488488690016821,403.4287934927351,403.4287934927351,-1.135117687904819e6
6.0,6.0,1.2488488690016821,403.4287934927351,403.4287934927351,-1.126462330352802e6
8.0,8.0,1.2488488690016821,403.4287934927351,403.4287934927351,-1.1256143503144514e6
10.0,10.0,5.29449005047003,403.4287934927351,403.4287934927351,-1.1255693740828778e6
14.0,14.0,5.29449005047003,403.4287934927351,403.4287934927351,-1.125190975274168e6
18.0,18.0,22.445970517581,5.29449005047003,403.4287934927351,-1.1250442304955043e6
22.0,22.0,22.445970517581,403.4287934927351,403.4287934927351,-1.1218615269340381e6
