x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
-0.19472167766792214,-0.1326063425323482,0.0006102363439180872,-0.0047475079315285355,0.0030011154327541597,0.031848319302688534,-0.08112537649854464,0.01627412984054364,-0.01432092444997567,0.05804619750693654,0.07399759278467417,0.09950721604317064,-0.045015876060011936,0.08311093379763838,0.006947676727446154,0.05064373527102855,-0.061840100559654235,-0.021844189866100136,-0.03967691772064314,-0.02327761032093601,-0.047300812880970565,-0.02261983341921519,-0.011888878663957509,0.022616841017063877,0.01848454718147444
0.25912204912689163,0.43058749103648286,-0.0010630787878812902,0.04327250795636128,0.038096303021559634,0.04265488871191802,0.01224865547300366,-0.01909914988460916,0.015056278431539042,-0.09121445417031274,-0.028496887851602405,-0.16085534894103526,0.010677964434017417,-0.006535596083480388,-0.02193170960795115,0.03401911868767003,0.0550866553704449,-0.04828779810975748,-0.008438046330822483,-3.0443194415775606e-5,0.03449097946381746,0.11940655321123117,-0.016199169517842678,0.007482228976237636,-0.030239181010343334
75.16224359258078,37.02612032743725,0.8108347561941432,8.374238844822449,-17.46701947886008,-27.53309091120664,6.993596632550941,14.387447357008776,8.257229730708554,1.1783730164554571,-15.349218475462825,10.132199203976011,-12.033146682396117,-3.4371219095979746,-1.8379542525375496,14.92675722169552,-8.015221244992066,14.667619552070581,-22.08709347778953,19.823787810566746,7.408299688542993,4.132212596134307,-1.1959083798465489,7.239739068598476,1.2770950598643511
-0.1130539491017519,-0.1516135886774466,0.0008175880064125205,0.09181722165590699,0.054020148029161066,-0.017749858993647522,0.16655678435695104,-0.16732612678822084,-0.006799258367347113,-0.20800793975683263,0.19576162805813516,0.034896649653910025,-0.21998733938404041,-0.08601427275792309,-0.038242241628456915,-0.0018971188016142348,-0.24912399710836014,-0.02347491424188159,-0.14818888972951935,0.06982793140297974,-0.21437766568917915,-0.012012048727629792,0.03705788713701277,-0.022320896296749663,-0.04414415465140943
0.1529814978517491,-0.10866858011881053,-0.00033564943665857224,0.028514340351295953,0.17040685630745156,-0.2356193772446708,0.0047334669484991815,0.0631187510746161,-0.0324065531829649,0.03966770339845397,-0.15400839039869124,0.08966121374203512,0.21494836229333927,-0.17005564623983443,0.15869161054423553,0.05143536840728389,0.004156979403117746,0.0647324607660618,-0.2590750675418108,0.06560061837906828,-0.04191790220310397,-0.023439801510094657,0.11918858125018372,0.04518312384962099,0.01933726257241641
0.01928427059475283,0.19579383648506482,7.18819391400431e-6,-0.057898076054044616,0.09985773972048927,0.029916636692309935,0.20140478483171523,0.011961531386347648,0.015441661823600026,0.11619154935502583,-0.11837284391259158,-0.020365629528882302,0.07127280923906432,0.11911555615127704,-0.02399403061075655,0.08281241266816297,-0.022512263742164022,-0.12635917230397808,0.08919180221236131,-0.08202334054238897,0.11034291536443401,0.04789004562357489,0.06760884091925247,-0.10859210212232938,-0.03135089824669195
-0.17705078284816614,0.028986230014753703,-0.0005330382711121654,0.06422248277080748,-0.0037741535835165672,-0.23914075877984745,-0.0749254584775806,0.21393222743301632,0.2099580565725144,0.060487871330929296,0.14818407101786946,0.14248787863603216,0.059000341240689064,0.020102062659303442,0.017893508916309177,-0.0029398927075854186,-0.11857524446828976,0.06980365523117812,-0.034115063887705674,-0.11377177595410096,0.04145283718172322,0.05409001387462867,0.05942613934223167,-0.011182200557113426,0.0035087528749897863
0.05308532608637355,-0.07319805920407232,0.0005512790528964627,0.22460155135201207,-0.27938523538748805,0.030453057503754696,-0.015737000331173714,0.010507975806116674,0.04849104945757464,-0.06257424804510091,0.039721909048479276,0.003780476151088865,0.05245067616243468,-0.08818386335225697,0.20629175082726192,-0.12417226354770639,0.16449211982173734,0.05094263017579089,-0.06261893444405006,-0.12642978946926242,-0.059363745745231684,-0.08950984810169905,0.14806743643963338,-0.09594456775884148,0.05358511953862788
-0.2779381581286826,-0.11461809526075416,0.00029938494336772517,0.0371336947584464,-0.09383088244361495,0.05281539973007214,0.3054083658670058,0.08105940291251477,0.3227913126755173,0.2874177569141317,-0.07732000600680482,0.09045137381246887,-0.11534333883646786,0.16958169441496782,0.016067408499428684,-0.0313880580510811,-0.08006661343909861,0.1183469477668529,0.07426832803293282,-0.06079850491815941,-0.12104907384122533,0.15988763055010297,-0.0198996683601765,0.023024205323909946,-0.014540168331676035
0.22873884297525926,0.16899871059360938,0.00019600882609255863,-0.25057972946644225,-0.16964376927695723,0.008797919840693417,-0.08001461771231631,-0.026251007530235643,-0.039411456352897126,0.13133967018456655,-0.10511623418552657,-0.11443900539094685,-0.1507826052381211,0.12997508808586802,0.06465895363833109,0.13716462064811452,0.11759096676220347,0.06546063727015708,0.2145198868640377,-0.07972431463524322,0.020642384844034488,0.073531280741002,0.06824335067879896,-0.11529400435051698,-0.05825986171433736
